Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P49754|VPS41_HUMAN	P49754	VPS41_HUMAN	VPS41	854	false	false	Homo sapiens	Vacuolar protein sorting-associated protein 41 homolog	1:Experimental evidence at protein level	2.22	1.0000	0.9969	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	126	false	false	Homo sapiens	Adenosine 5'-monophosphoramidase HINT1	1:Experimental evidence at protein level	21.43	1.0000	0.9977	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|P49790|NU153_HUMAN	P49790	NU153_HUMAN	NUP153	1475	false	false	Homo sapiens	Nuclear pore complex protein Nup153	1:Experimental evidence at protein level	0.61	1.0000	0.9889	0.00463633729354	1	1	1	1	1	1	     0	     0	     0			
sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	3224	false	false	Homo sapiens	E3 SUMO-protein ligase RanBP2	1:Experimental evidence at protein level	1.43	1.0000	0.9975	0.00062893081761	5	1	5	6	1	6	     0	     0	     0	8C(119.0041)		
sp|P49815|TSC2_HUMAN	P49815	TSC2_HUMAN	TSC2	1807	false	false	Homo sapiens	Tuberin	1:Experimental evidence at protein level	1.44	1.0000	0.9985	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|P49841|GSK3B_HUMAN	P49841	GSK3B_HUMAN	GSK3B	420	false	false	Homo sapiens	Glycogen synthase kinase-3 beta	1:Experimental evidence at protein level	6.90	1.0000	0.9986	0.00000000000000	4	3	4	5	4	5	     0	     0	     0			
sp|P49842|WHR1_HUMAN	P49842	WHR1_HUMAN	WHR1	254	false	false	Homo sapiens	Winged helix repair factor 1	1:Experimental evidence at protein level	3.54	1.0000	0.9871	0.00615384615385	1	1	1	1	1	1	     0	     0	     0			
sp|P49914|MTHFS_HUMAN	P49914	MTHFS_HUMAN	MTHFS	203	false	false	Homo sapiens	5-formyltetrahydrofolate cyclo-ligase	1:Experimental evidence at protein level	8.87	1.0000	0.9979	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	false	false	Homo sapiens	GMP synthase [glutamine-hydrolyzing]	1:Experimental evidence at protein level	2.74	1.0000	0.9960	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P49961|ENTP1_HUMAN	P49961	ENTP1_HUMAN	ENTPD1	510	false	false	Homo sapiens	Ectonucleoside triphosphate diphosphohydrolase 1	1:Experimental evidence at protein level	4.31	1.0000	0.9988	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|P50238|CRIP1_HUMAN	P50238	CRIP1_HUMAN	CRIP1	77	false	false	Homo sapiens	Cysteine-rich protein 1	1:Experimental evidence at protein level	38.96	1.0000	0.9990	0.00000000000000	4	4	4	8	8	8	     0	     0	     0	2M(15.9949)		
sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	false	false	Homo sapiens	Rab GDP dissociation inhibitor beta	1:Experimental evidence at protein level	2.25	1.0000	0.9982	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
sp|P50416|CPT1A_HUMAN	P50416	CPT1A_HUMAN	CPT1A	773	false	false	Homo sapiens	Carnitine O-palmitoyltransferase 1, liver isoform	1:Experimental evidence at protein level	2.33	1.0000	0.9937	0.00320284697509	2	2	2	3	3	3	     0	     0	     0			
sp|P50570|DYN2_HUMAN	P50570	DYN2_HUMAN	DNM2	870	false	false	Homo sapiens	Dynamin-2	1:Experimental evidence at protein level	2.18	1.0000	0.9958	0.00162008910490	2	0	1	2	0	1	     0	     0	     0			
sp|P50613|CDK7_HUMAN	P50613	CDK7_HUMAN	CDK7	346	false	false	Homo sapiens	Cyclin-dependent kinase 7	1:Experimental evidence at protein level	7.80	1.0000	0.9971	0.00162008910490	3	1	2	4	2	3	     0	     0	     0			
sp|P50748|KNTC1_HUMAN	P50748	KNTC1_HUMAN	KNTC1	2209	false	false	Homo sapiens	Kinetochore-associated protein 1	1:Experimental evidence at protein level	0.95	1.0000	0.9965	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	false	false	Homo sapiens	Cyclin-dependent kinase 9	1:Experimental evidence at protein level	6.99	1.0000	0.9978	0.00000000000000	5	1	4	6	1	4	     0	     0	     0			
sp|P50851|LRBA_HUMAN	P50851	LRBA_HUMAN	LRBA	2863	false	false	Homo sapiens	Lipopolysaccharide-responsive and beige-like anchor protein	1:Experimental evidence at protein level	1.78	1.0000	0.9987	0.00000000000000	5	4	5	6	5	6	     0	     0	     0			
sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	false	false	Homo sapiens	T-complex protein 1 subunit theta	1:Experimental evidence at protein level	13.14	1.0000	0.9990	0.00000000000000	7	7	7	10	10	10	     0	     0	     0	5M(15.9949)		
sp|P50995|ANX11_HUMAN	P50995	ANX11_HUMAN	ANXA11	505	false	false	Homo sapiens	Annexin A11	1:Experimental evidence at protein level	3.96	1.0000	0.9985	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|P51003|PAPOA_HUMAN	P51003	PAPOA_HUMAN	PAPOLA	745	false	false	Homo sapiens	Poly(A) polymerase alpha	1:Experimental evidence at protein level	2.95	1.0000	0.9987	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P51114|FXR1_HUMAN	P51114	FXR1_HUMAN	FXR1	621	false	false	Homo sapiens	RNA-binding protein FXR1	1:Experimental evidence at protein level	1.77	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P51149|RAB7A_HUMAN	P51149	RAB7A_HUMAN	RAB7A	207	false	false	Homo sapiens	Ras-related protein Rab-7a	1:Experimental evidence at protein level	6.28	1.0000	0.9987	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|P51398|RT29_HUMAN	P51398	RT29_HUMAN	DAP3	398	false	false	Homo sapiens	Small ribosomal subunit protein mS29	1:Experimental evidence at protein level	2.26	1.0000	0.9951	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P51451|BLK_HUMAN	P51451	BLK_HUMAN	BLK	505	false	false	Homo sapiens	Tyrosine-protein kinase Blk	1:Experimental evidence at protein level	5.54	1.0000	0.9837	0.00794491525424	3	2	2	5	3	3	     0	     0	     0			
sp|P51530|DNA2_HUMAN	P51530	DNA2_HUMAN	DNA2	1060	false	false	Homo sapiens	DNA replication ATP-dependent helicase/nuclease DNA2	1:Experimental evidence at protein level	1.04	1.0000	0.9964	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P51531|SMCA2_HUMAN	P51531	SMCA2_HUMAN	SMARCA2	1590	false	false	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2	1:Experimental evidence at protein level	3.02	1.0000	0.9990	0.00000000000000	5	4	5	5	4	5	     0	     0	     0			
sp|P51587|BRCA2_HUMAN	P51587	BRCA2_HUMAN	BRCA2	3418	false	false	Homo sapiens	Breast cancer type 2 susceptibility protein	1:Experimental evidence at protein level	0.26	1.0000	0.9954	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P51659|DHB4_HUMAN	P51659	DHB4_HUMAN	HSD17B4	736	false	false	Homo sapiens	Peroxisomal multifunctional enzyme type 2	1:Experimental evidence at protein level	5.84	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P51665|PSMD7_HUMAN	P51665	PSMD7_HUMAN	PSMD7	324	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 7	1:Experimental evidence at protein level	8.02	1.0000	0.9987	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P51688|SPHM_HUMAN	P51688	SPHM_HUMAN	SGSH	502	false	false	Homo sapiens	N-sulphoglucosamine sulphohydrolase	1:Experimental evidence at protein level	1.79	1.0000	0.9893	0.00463633729354	1	1	1	2	2	2	     0	     0	     0			
sp|P51825|AFF1_HUMAN	P51825	AFF1_HUMAN	AFF1	1210	false	false	Homo sapiens	AF4/FMR2 family member 1	1:Experimental evidence at protein level	1.74	1.0000	0.9985	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P51948|MAT1_HUMAN	P51948	MAT1_HUMAN	MNAT1	309	false	false	Homo sapiens	CDK-activating kinase assembly factor MAT1	1:Experimental evidence at protein level	6.15	1.0000	0.9863	0.00633085604184	2	2	2	2	2	2	     0	     0	     0			
sp|P51965|UB2E1_HUMAN	P51965	UB2E1_HUMAN	UBE2E1	193	false	false	Homo sapiens	Ubiquitin-conjugating enzyme E2 E1	1:Experimental evidence at protein level	11.92	1.0000	0.9960	0.00162008910490	2	0	2	3	0	3	     0	     0	     0			sp|Q969T4|UB2E3_HUMAN, sp|Q96LR5|UB2E2_HUMAN
sp|P51991|ROA3_HUMAN	P51991	ROA3_HUMAN	HNRNPA3	378	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein A3	1:Experimental evidence at protein level	5.56	1.0000	0.9987	0.00000000000000	2	1	1	3	1	1	     0	     0	     0			
sp|P52272|HNRPM_HUMAN	P52272	HNRPM_HUMAN	HNRNPM	730	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein M	1:Experimental evidence at protein level	6.58	1.0000	0.9987	0.00000000000000	6	6	6	6	6	6	     0	     0	     0			
sp|P52292|IMA1_HUMAN	P52292	IMA1_HUMAN	KPNA2	529	false	false	Homo sapiens	Importin subunit alpha-1	1:Experimental evidence at protein level	3.78	1.0000	0.9985	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P52333|JAK3_HUMAN	P52333	JAK3_HUMAN	JAK3	1124	false	false	Homo sapiens	Tyrosine-protein kinase JAK3	1:Experimental evidence at protein level	1.60	1.0000	0.9897	0.00444839857651	2	1	1	2	1	1	     0	     0	     0			
sp|P52434|RPAB3_HUMAN	P52434	RPAB3_HUMAN	POLR2H	150	false	false	Homo sapiens	DNA-directed RNA polymerases I, II, and III subunit RPABC3	1:Experimental evidence at protein level	6.67	1.0000	0.9935	0.00320284697509	1	1	1	1	1	1	     0	     0	     0			
sp|P52597|HNRPF_HUMAN	P52597	HNRPF_HUMAN	HNRNPF	415	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein F	1:Experimental evidence at protein level	9.16	1.0000	0.9986	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P52630|STAT2_HUMAN	P52630	STAT2_HUMAN	STAT2	851	false	false	Homo sapiens	Signal transducer and activator of transcription 2	1:Experimental evidence at protein level	3.29	1.0000	0.9987	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|P52701|MSH6_HUMAN	P52701	MSH6_HUMAN	MSH6	1360	false	false	Homo sapiens	DNA mismatch repair protein Msh6	1:Experimental evidence at protein level	0.74	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P52948|NUP98_HUMAN	P52948	NUP98_HUMAN	NUP98	1817	false	false	Homo sapiens	Nuclear pore complex protein Nup98-Nup96	1:Experimental evidence at protein level	1.65	1.0000	0.9987	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P53007|TXTP_HUMAN	P53007	TXTP_HUMAN	SLC25A1	311	false	false	Homo sapiens	Tricarboxylate transport protein, mitochondrial	1:Experimental evidence at protein level	3.86	1.0000	0.9973	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P53350|PLK1_HUMAN	P53350	PLK1_HUMAN	PLK1	603	false	false	Homo sapiens	Serine/threonine-protein kinase PLK1	1:Experimental evidence at protein level	4.81	1.0000	0.9989	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P53355|DAPK1_HUMAN	P53355	DAPK1_HUMAN	DAPK1	1430	false	false	Homo sapiens	Death-associated protein kinase 1	1:Experimental evidence at protein level	0.63	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P53396|ACLY_HUMAN	P53396	ACLY_HUMAN	ACLY	1101	false	false	Homo sapiens	ATP-citrate synthase	1:Experimental evidence at protein level	0.82	1.0000	0.9970	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P53618|COPB_HUMAN	P53618	COPB_HUMAN	COPB1	953	false	false	Homo sapiens	Coatomer subunit beta	1:Experimental evidence at protein level	2.31	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P53621|COPA_HUMAN	P53621	COPA_HUMAN	COPA	1224	false	false	Homo sapiens	Coatomer subunit alpha	1:Experimental evidence at protein level	1.39	1.0000	0.9968	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P53667|LIMK1_HUMAN	P53667	LIMK1_HUMAN	LIMK1	647	false	false	Homo sapiens	LIM domain kinase 1	1:Experimental evidence at protein level	2.78	1.0000	0.9964	0.00162008910490	2	2	2	3	3	3	     0	     0	     0			
sp|P53680|AP2S1_HUMAN	P53680	AP2S1_HUMAN	AP2S1	142	false	false	Homo sapiens	AP-2 complex subunit sigma	1:Experimental evidence at protein level	6.34	1.0000	0.9975	0.00062893081761	1	1	1	2	2	2	     0	     0	     0			
sp|P53803|RPAB4_HUMAN	P53803	RPAB4_HUMAN	POLR2K	58	false	false	Homo sapiens	DNA-directed RNA polymerases I, II, and III subunit RPABC4	1:Experimental evidence at protein level	41.38	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P53990|IST1_HUMAN	P53990	IST1_HUMAN	IST1	364	false	false	Homo sapiens	IST1 homolog	1:Experimental evidence at protein level	5.49	1.0000	0.9968	0.00162008910490	2	2	2	3	3	3	     0	     0	     0			
sp|P53992|SC24C_HUMAN	P53992	SC24C_HUMAN	SEC24C	1094	false	false	Homo sapiens	Protein transport protein Sec24C	1:Experimental evidence at protein level	1.74	1.0000	0.9978	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P53999|TCP4_HUMAN	P53999	TCP4_HUMAN	SUB1	127	false	false	Homo sapiens	Activated RNA polymerase II transcriptional coactivator p15	1:Experimental evidence at protein level	14.17	1.0000	0.9965	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P54105|ICLN_HUMAN	P54105	ICLN_HUMAN	CLNS1A	237	false	false	Homo sapiens	Methylosome subunit pICln	1:Experimental evidence at protein level	4.22	1.0000	0.9977	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	4C(119.0041)		
sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	RARS1	660	false	false	Homo sapiens	Arginine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	4.39	1.0000	0.9989	0.00000000000000	3	3	3	4	4	4	     0	     0	     0	8C(119.0041)		
sp|P54198|HIRA_HUMAN	P54198	HIRA_HUMAN	HIRA	1017	false	false	Homo sapiens	Protein HIRA	1:Experimental evidence at protein level	1.28	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P54252|ATX3_HUMAN	P54252	ATX3_HUMAN	ATXN3	361	false	false	Homo sapiens	Ataxin-3	1:Experimental evidence at protein level	2.49	1.0000	0.9949	0.00235109717868	1	1	1	1	1	1	     0	     0	     0			
sp|P54368|OAZ1_HUMAN	P54368	OAZ1_HUMAN	OAZ1	228	false	false	Homo sapiens	Ornithine decarboxylase antizyme 1	1:Experimental evidence at protein level	7.89	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0	8C(119.0041)		
sp|P54577|SYYC_HUMAN	P54577	SYYC_HUMAN	YARS1	528	false	false	Homo sapiens	Tyrosine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	1.70	1.0000	0.9958	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P54886|P5CS_HUMAN	P54886	P5CS_HUMAN	ALDH18A1	795	false	false	Homo sapiens	Delta-1-pyrroline-5-carboxylate synthase	1:Experimental evidence at protein level	1.13	1.0000	0.9966	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P54920|SNAA_HUMAN	P54920	SNAA_HUMAN	NAPA	295	false	false	Homo sapiens	Alpha-soluble NSF attachment protein	1:Experimental evidence at protein level	3.05	1.0000	0.9975	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 4	1:Experimental evidence at protein level	7.69	1.0000	0.9989	0.00000000000000	3	2	3	6	3	6	     0	     0	     0			
sp|P55061|BI1_HUMAN	P55061	BI1_HUMAN	TMBIM6	237	false	false	Homo sapiens	Bax inhibitor 1	1:Experimental evidence at protein level	3.80	1.0000	0.9972	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	false	false	Homo sapiens	Transitional endoplasmic reticulum ATPase	1:Experimental evidence at protein level	3.60	1.0000	0.9987	0.00000000000000	3	3	3	3	3	3	     0	     0	     0	1Q(-17.0265)		
sp|P55081|MFAP1_HUMAN	P55081	MFAP1_HUMAN	MFAP1	439	false	false	Homo sapiens	Microfibrillar-associated protein 1	1:Experimental evidence at protein level	2.96	1.0000	0.9981	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P55199|ELL_HUMAN	P55199	ELL_HUMAN	ELL	621	false	false	Homo sapiens	RNA polymerase II elongation factor ELL	1:Experimental evidence at protein level	3.38	1.0000	0.9988	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	391	false	false	Homo sapiens	Nucleosome assembly protein 1-like 1	1:Experimental evidence at protein level	2.30	1.0000	0.9945	0.00265251989390	1	1	1	1	1	1	     0	     0	     0			
sp|P55265|DSRAD_HUMAN	P55265	DSRAD_HUMAN	ADAR	1226	false	false	Homo sapiens	Double-stranded RNA-specific adenosine deaminase	1:Experimental evidence at protein level	3.34	1.0000	0.9989	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P55327|TPD52_HUMAN	P55327	TPD52_HUMAN	TPD52	224	false	false	Homo sapiens	Tumor protein D52	1:Experimental evidence at protein level	4.02	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P55789|ALR_HUMAN	P55789	ALR_HUMAN	GFER	205	false	false	Homo sapiens	FAD-linked sulfhydryl oxidase ALR	1:Experimental evidence at protein level	4.39	1.0000	0.9936	0.00320284697509	1	1	1	1	1	1	     0	     0	     0			
sp|P55851|UCP2_HUMAN	P55851	UCP2_HUMAN	UCP2	309	false	false	Homo sapiens	Dicarboxylate carrier SLC25A8	1:Experimental evidence at protein level	3.88	1.0000	0.9985	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P56378|ATP68_HUMAN	P56378	ATP68_HUMAN	ATP5MJ	58	false	false	Homo sapiens	ATP synthase F(0) complex subunit j, mitochondrial	1:Experimental evidence at protein level	51.72	1.0000	0.9990	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|P56381|ATP5E_HUMAN	P56381	ATP5E_HUMAN	ATP5F1E	51	false	false	Homo sapiens	ATP synthase F(1) complex subunit epsilon, mitochondrial	1:Experimental evidence at protein level	82.35	1.0000	0.9990	0.00000000000000	12	3	12	13	4	13	     0	     0	     0	7C(119.0041)		
sp|P56385|ATP5I_HUMAN	P56385	ATP5I_HUMAN	ATP5ME	69	false	false	Homo sapiens	ATP synthase F(0) complex subunit e, mitochondrial	1:Experimental evidence at protein level	24.64	1.0000	0.9990	0.00000000000000	3	3	3	8	8	8	     0	     0	     0	1M(15.9949)		
sp|P56556|NDUA6_HUMAN	P56556	NDUA6_HUMAN	NDUFA6	128	false	false	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	1:Experimental evidence at protein level	7.03	1.0000	0.9976	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	1Q(-17.0265)		
sp|P57076|CF298_HUMAN	P57076	CF298_HUMAN	CFAP298	290	false	false	Homo sapiens	Cilia- and flagella-associated protein 298	1:Experimental evidence at protein level	6.55	1.0000	0.9987	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P57086|SCND1_HUMAN	P57086	SCND1_HUMAN	SCAND1	179	false	false	Homo sapiens	SCAN domain-containing protein 1	1:Experimental evidence at protein level	5.03	1.0000	0.9976	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P57737|CORO7_HUMAN	P57737	CORO7_HUMAN	CORO7	925	false	false	Homo sapiens	Coronin-7	1:Experimental evidence at protein level	1.19	1.0000	0.9982	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P57764|GSDMD_HUMAN	P57764	GSDMD_HUMAN	GSDMD	484	false	false	Homo sapiens	Gasdermin-D	1:Experimental evidence at protein level	2.27	1.0000	0.9895	0.00444839857651	1	1	1	1	1	1	     0	     0	     0	10C(119.0041)		
sp|P58215|LOXL3_HUMAN	P58215	LOXL3_HUMAN	LOXL3	753	false	false	Homo sapiens	Lysyl oxidase homolog 3	1:Experimental evidence at protein level	1.46	1.0000	0.9976	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P58546|MTPN_HUMAN	P58546	MTPN_HUMAN	MTPN	118	false	false	Homo sapiens	Myotrophin	1:Experimental evidence at protein level	9.32	1.0000	0.9988	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	168	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 4	1:Experimental evidence at protein level	19.05	1.0000	0.9978	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|P60228|EIF3E_HUMAN	P60228	EIF3E_HUMAN	EIF3E	445	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit E	1:Experimental evidence at protein level	8.09	1.0000	0.9965	0.00162008910490	4	4	4	5	5	5	     0	     0	     0			
sp|P60510|PP4C_HUMAN	P60510	PP4C_HUMAN	PPP4C	307	false	false	Homo sapiens	Serine/threonine-protein phosphatase 4 catalytic subunit	1:Experimental evidence at protein level	4.56	1.0000	0.9986	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	false	false	Homo sapiens	Actin, cytoplasmic 1	1:Experimental evidence at protein level	21.87	1.0000	0.9990	0.00000000000000	9	0	9	9	0	9	     0	     0	     0			sp|P63261|ACTG_HUMAN
sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	406	false	false	Homo sapiens	Eukaryotic initiation factor 4A-I	1:Experimental evidence at protein level	10.10	1.0000	0.9990	0.00000000000000	7	4	7	9	6	9	     0	     0	     0	6C(119.0041)		
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	false	false	Homo sapiens	Small ribosomal subunit protein uS10	1:Experimental evidence at protein level	10.92	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P61011|SRP54_HUMAN	P61011	SRP54_HUMAN	SRP54	504	false	false	Homo sapiens	Signal recognition particle subunit SRP54	1:Experimental evidence at protein level	3.77	1.0000	0.9971	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P61077|UB2D3_HUMAN	P61077	UB2D3_HUMAN	UBE2D3	147	false	false	Homo sapiens	Ubiquitin-conjugating enzyme E2 D3	1:Experimental evidence at protein level	12.93	1.0000	0.9979	0.00000000000000	2	0	2	5	0	5	     0	     0	     0			sp|P62837|UB2D2_HUMAN, sp|Q9Y2X8|UB2D4_HUMAN
sp|P61081|UBC12_HUMAN	P61081	UBC12_HUMAN	UBE2M	183	false	false	Homo sapiens	NEDD8-conjugating enzyme Ubc12	1:Experimental evidence at protein level	5.46	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	418	false	false	Homo sapiens	Actin-related protein 3	1:Experimental evidence at protein level	7.66	1.0000	0.9989	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|P61160|ARP2_HUMAN	P61160	ARP2_HUMAN	ACTR2	394	false	false	Homo sapiens	Actin-related protein 2	1:Experimental evidence at protein level	3.05	1.0000	0.9971	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|P61221|ABCE1_HUMAN	P61221	ABCE1_HUMAN	ABCE1	599	false	false	Homo sapiens	ATP-binding cassette sub-family E member 1	1:Experimental evidence at protein level	1.67	1.0000	0.9956	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	false	false	Homo sapiens	Small ribosomal subunit protein eS1	1:Experimental evidence at protein level	3.79	1.0000	0.9989	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	false	false	Homo sapiens	Large ribosomal subunit protein uL24	1:Experimental evidence at protein level	6.21	1.0000	0.9925	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	204	false	false	Homo sapiens	Large ribosomal subunit protein eL15	1:Experimental evidence at protein level	21.57	1.0000	0.9988	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	false	false	Homo sapiens	Large ribosomal subunit protein eL27	1:Experimental evidence at protein level	16.18	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P61513|RL37A_HUMAN	P61513	RL37A_HUMAN	RPL37A	92	false	false	Homo sapiens	Large ribosomal subunit protein eL43	1:Experimental evidence at protein level	20.65	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|P61599|NAA20_HUMAN	P61599	NAA20_HUMAN	NAA20	178	false	false	Homo sapiens	N-alpha-acetyltransferase 20	1:Experimental evidence at protein level	10.11	1.0000	0.9954	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	false	false	Homo sapiens	10 kDa heat shock protein, mitochondrial	1:Experimental evidence at protein level	22.55	1.0000	0.9984	0.00000000000000	3	3	3	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|P61619|S61A1_HUMAN	P61619	S61A1_HUMAN	SEC61A1	476	false	false	Homo sapiens	Protein transport protein Sec61 subunit alpha isoform 1	1:Experimental evidence at protein level	3.78	1.0000	0.9754	0.01153091265947	2	1	2	2	1	2	     0	     0	     0			
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	false	false	Homo sapiens	Beta-2-microglobulin	1:Experimental evidence at protein level	39.50	1.0000	0.9990	0.00000000000000	10	10	10	18	18	18	     0	     0	     0	14M(15.9949)		
sp|P61803|DAD1_HUMAN	P61803	DAD1_HUMAN	DAD1	113	false	false	Homo sapiens	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1:Experimental evidence at protein level	7.96	1.0000	0.9778	0.01073122036436	3	3	3	3	3	3	     0	     0	     0			
