PROTID	GENEID	PROTLEN	GRLCL_1D_ETHCD_SPC	GRLCL_1D_HCD_SPC	GRLCL_2D_ETHCD_SPC	
SPROHSA357282		52	0	0	2	
SPROHSA357607		76	3	4	6	
SPROHSA359266		46	0	0	2	
SPROHSA359490		96	3	3	6	
SPROHSA359585		78	0	1	1	
SPROHSA361470		93	3	8	14	
SPROHSA361638		96	2	3	2	
SPROHSA36349		98	1	2	6	
SPROHSA366230		99	0	3	0	
SPROHSA367345		76	2	2	2	
SPROHSA367806		51	0	0	2	
SPROHSA368856		89	0	1	1	
SPROHSA376286		39	0	0	2	
SPROHSA379610		62	0	3	3	
SPROHSA380082		95	0	2	0	
SPROHSA381483		95	1	0	1	
SPROHSA383066		90	0	1	5	
SPROHSA383608		79	2	2	2	
SPROHSA385261		91	1	0	2	
SPROHSA38636		95	2	2	3	
SPROHSA388214		99	0	0	2	
SPROHSA3893		88	1	1	1	
SPROHSA389375		78	0	1	0	
SPROHSA4270		46	1	1	2	
SPROHSA42852		54	0	0	2	
SPROHSA47501		92	2	1	1	
SPROHSA47530		50	0	0	1	
SPROHSA56798		78	0	0	2	
SPROHSA57214		82	0	2	2	
SPROHSA57910		76	0	1	1	
SPROHSA59163		86	1	1	2	
SPROHSA60618		27	1	2	0	
SPROHSA63585		25	0	2	2	
SPROHSA65298		78	0	3	0	
SPROHSA65545		62	1	2	1	
SPROHSA68796		62	2	2	4	
SPROHSA7110		82	0	2	0	
SPROHSA73392		97	0	1	2	
SPROHSA73636		17	1	2	2	
SPROHSA74913		83	2	2	0	
SPROHSA75745		97	0	0	2	
SPROHSA77199		86	0	1	1	
SPROHSA78532		56	0	1	1	
SPROHSA80230		68	0	1	2	
SPROHSA83746		49	0	2	8	
SPROHSA84856		100	0	1	2	
SPROHSA88678		93	0	0	2	
SPROHSA89184		96	0	0	1	
SPROHSA96555		19	0	0	1	
SPROHSA98929		97	0	2	3	
P02666	CSN2	224	3	2	0	
P02768	ALB	609	1	3	0	
P02769	ALB	607	1	2	21	
P04264	KRT1	644	0	1	0	
P09211	GSTP1	210	0	2	2	
P15559	NQO1	274	1	1	4	
P35527	KRT9	623	1	3	5	
P61769	B2M	119	12	18	29	
P62979	RPS27A	156	5	7	14	
P68871	HBB	147	3	1	0	
P69905	HBA2	142	3	6	7	
SPROHSA102475		89	0	0	1	
SPROHSA10312		85	0	0	1	
SPROHSA10503		88	0	1	1	
SPROHSA106039		98	0	0	1	
SPROHSA106580		75	0	0	1	
SPROHSA106749		91	0	2	0	
SPROHSA109636		64	0	0	1	
SPROHSA111404		60	0	1	1	
SPROHSA111640		74	0	1	0	
SPROHSA112071		51	0	0	1	
SPROHSA113417		51	0	1	0	
SPROHSA11402		62	1	1	1	
SPROHSA119041		77	0	1	0	
SPROHSA119424		49	1	1	0	
SPROHSA124705		73	1	1	0	
SPROHSA12593		100	0	0	1	
SPROHSA127156		95	1	1	3	
SPROHSA128674		50	1	1	1	
SPROHSA128753		100	0	1	0	
SPROHSA129192		87	1	2	2	
SPROHSA130249		55	0	1	0	
SPROHSA13112		93	0	1	1	
SPROHSA1336		40	0	1	0	
SPROHSA135126		100	0	1	1	
SPROHSA136629		58	0	1	0	
SPROHSA13665		95	0	0	2	
SPROHSA138661		49	0	0	4	
SPROHSA139039		99	0	1	1	
SPROHSA140159		61	0	1	0	
SPROHSA142214		25	0	1	0	
SPROHSA144070		51	0	2	0	
SPROHSA144105		77	0	1	0	
SPROHSA147469		10	0	0	2	
SPROHSA148673		92	0	0	1	
SPROHSA150978		91	1	0	1	
SPROHSA152577		11	0	1	1	
SPROHSA152620		62	0	0	1	
SPROHSA156576		99	0	0	2	
SPROHSA163560		28	0	0	1	
SPROHSA172758		9	1	0	2	
SPROHSA172893		99	0	1	0	
SPROHSA175929		83	1	1	0	
SPROHSA175976		41	1	0	0	
SPROHSA182913		92	0	1	0	
SPROHSA185607		17	0	0	2	
SPROHSA186063		47	0	0	1	
SPROHSA188008		42	0	1	0	
SPROHSA191246		56	0	0	1	
SPROHSA196019		81	0	0	1	
SPROHSA196639		95	0	0	1	
SPROHSA198712		66	0	1	1	
SPROHSA212029		45	0	0	1	
SPROHSA214277		93	0	0	1	
SPROHSA214826		71	1	1	1	
SPROHSA215576		57	0	6	0	
SPROHSA217862		98	0	0	1	
SPROHSA222157		73	0	0	1	
SPROHSA239137		93	1	0	2	
SPROHSA24151		60	0	0	1	
SPROHSA241666		59	0	0	1	
SPROHSA242311		91	0	1	0	
SPROHSA24448		85	0	2	1	
SPROHSA248934		64	0	1	1	
SPROHSA252761		45	0	1	1	
SPROHSA25706		31	2	1	1	
SPROHSA262384		66	0	0	1	
SPROHSA265865		86	0	0	1	
SPROHSA275152		97	0	1	0	
SPROHSA282712		96	0	0	1	
SPROHSA292651		77	0	0	1	
SPROHSA307064		95	1	1	0	
SPROHSA316063		46	0	1	0	
SPROHSA32210		94	0	0	1	
SPROHSA322340		95	0	0	1	
SPROHSA324804		80	0	1	0	
SPROHSA328082		84	0	1	0	
SPROHSA339629		50	0	0	1	
SPROHSA344206		63	0	1	0	
SPROHSA347195		91	0	0	1	
SPROHSA35348		90	0	1	0	
SPROHSA361304		96	0	1	2	
SPROHSA36283		88	1	1	0	
SPROHSA367545		100	0	0	1	
SPROHSA368850		100	1	0	0	
SPROHSA38061		75	3	2	2	
SPROHSA383921		95	0	0	1	
SPROHSA84030		84	0	1	0	
P12081	HARS1	509	0	1	1	
SPROHSA102149		63	0	0	1	
SPROHSA103548		35	0	0	1	
SPROHSA1100		78	0	1	0	
SPROHSA114344		59	0	1	2	
SPROHSA122842		38	1	1	2	
SPROHSA124458		66	0	1	0	
SPROHSA128077		100	0	1	0	
SPROHSA129297		21	0	0	1	
SPROHSA134655		82	0	0	1	
SPROHSA137686		99	0	1	0	
SPROHSA143944		35	1	0	0	
SPROHSA153552		19	0	0	1	
SPROHSA172740		46	0	0	1	
SPROHSA17642		83	0	1	0	
SPROHSA177431		51	0	1	0	
SPROHSA183473		63	0	1	0	
SPROHSA184306		65	0	0	1	
SPROHSA196248		80	0	1	0	
SPROHSA209188		12	0	0	1	
SPROHSA223237		92	0	0	1	
SPROHSA227841		83	1	1	1	
SPROHSA230515		70	1	2	1	
SPROHSA271824		90	0	0	1	
SPROHSA284183		80	1	0	1	
SPROHSA286698		91	0	1	0	
SPROHSA306126		89	1	1	0	
SPROHSA330618		98	0	1	0	
SPROHSA65924		96	0	0	1	
SPROHSA103905		90	0	0	1	
SPROHSA106668		35	0	1	0	
SPROHSA115466		57	0	1	0	
SPROHSA125018		98	0	0	1	
SPROHSA127725		90	1	0	0	
SPROHSA1404		85	0	1	0	
SPROHSA15541		98	1	0	0	
SPROHSA165097		95	0	2	1	
SPROHSA168892		86	0	1	1	
SPROHSA171185		17	0	0	2	
SPROHSA17856		89	0	0	1	
SPROHSA188689		99	1	1	0	
SPROHSA198042		85	0	2	0	
SPROHSA262363		73	0	1	0	
SPROHSA119544		23	0	0	1	
SPROHSA127199		62	0	1	0	
SPROHSA13294		77	0	1	0	
SPROHSA193964		94	0	1	1	
SPROHSA204489		83	3	2	0	
SPROHSA20578		91	0	1	2	
SPROHSA241444		90	0	0	1	
SPROHSA264393		87	0	0	1	
SPROHSA289841		71	1	1	1	
SPROHSA1022		70	0	0	1	
SPROHSA104937		56	0	0	1	
SPROHSA117609		96	0	0	1	
SPROHSA123367		67	0	0	1	
SPROHSA155825		84	0	0	1	
SPROHSA172992		27	0	0	2	
SPROHSA177144		50	0	1	0	
SPROHSA293685		100	1	0	0	
SPROHSA75303		42	0	1	0	
SPROHSA167240		95	0	1	0	
SPROHSA19857		67	0	2	0	
SPROHSA200548		72	0	1	0	
SPROHSA112179		44	0	1	0	
SPROHSA212065		59	1	0	1	
SPROHSA378986		99	0	0	1	
SPROHSA115329		50	0	0	1	
SPROHSA121001		88	0	0	1	
SPROHSA122027		98	0	0	1	
SPROHSA316171		61	0	0	1	
SPROHSA18550		76	0	1	0	
SPROHSA77128		27	0	0	1	
SPROHSA122563		91	0	1	1	
SPROHSA162011		100	0	1	0	
SPROHSA237119		93	1	1	0	
SPROHSA173037		90	0	1	7	
SPROHSA382459		71	1	2	1	
SPROHSA239344		92	1	1	1	
SPROHSA233669		87	0	0	1	
SPROHSA129911		86	1	2	1	
SPROHSA15690		67	0	1	0	
SPROHSA127137		73	0	1	0	
SPROHSA61127		52	1	1	0	
SPROHSA121449		74	0	1	1	
SPROHSA13784		95	1	1	1	
SPROHSA120687		25	0	1	0	
SPROHSA12555		76	0	1	0	
SPROHSA154284		41	0	1	1	
SPROHSA169142		43	1	1	0	
SPROHSA244613		80	1	3	0	
SPROHSA34672		97	0	1	0	
SPROHSA10968		30	0	1	0	
SPROHSA151655		71	0	2	2	
SPROHSA164396		92	0	0	1	
SPROHSA183455		65	0	1	0	
SPROHSA318268		79	0	1	0	
SPROHSA277826		97	0	1	0	
SPROHSA107342		29	0	1	1	
SPROHSA119261		97	0	1	1	
SPROHSA13008		53	1	1	1	
SPROHSA137946		67	0	0	1	
SPROHSA152115		54	0	1	0	
SPROHSA15638		95	0	0	1	
SPROHSA156680		23	0	1	1	
SPROHSA146968		88	0	0	1	
SPROHSA169902		83	1	1	0	
SPROHSA200379		46	1	0	0	
SPROHSA130091		25	0	2	0	
SPROHSA135674		39	1	1	1	
SPROHSA139190		85	0	1	0	
SPROHSA104015		63	0	1	0	
SPROHSA12089		78	2	1	1	
SPROHSA194119		53	0	1	1	
SPROHSA201014		47	0	1	0	
SPROHSA124194		36	0	1	0	
SPROHSA127425		35	0	1	0	
SPROHSA102051		99	1	2	0	
SPROHSA3920		71	0	1	0	
SPROHSA136894		55	0	1	1	
SPROHSA215114		43	0	1	0	
SPROHSA2468		41	0	1	0	
SPROHSA71242		86	0	0	1	
SPROHSA10897		25	0	0	1	
SPROHSA15961		85	0	0	1	
SPROHSA166373		100	0	1	0	
SPROHSA100035		80	1	1	0	
SPROHSA104367		86	0	0	1	
SPROHSA156559		73	1	1	0	
SPROHSA157060		17	0	1	1	
SPROHSA214820		32	1	1	0	
SPROHSA32072		76	0	0	1	
SPROHSA38938		90	1	1	1	
SPROHSA384626		94	1	1	1	
SPROHSA100116		68	1	1	0	
SPROHSA27844		36	1	1	0	
SPROHSA16053		34	0	1	1	
SPROHSA221893		31	0	0	1	
SPROHSA72541		99	0	1	0	
SPROHSA102877		96	0	1	0	
SPROHSA1177		85	0	0	1	
SPROHSA109188		59	0	1	0	
SPROHSA122853		82	0	1	0	
SPROHSA123026		34	0	1	0	
SPROHSA199782		92	0	1	1	
SPROHSA145732		100	1	2	1	
SPROHSA216908		95	1	0	1	
SPROHSA257719		52	1	2	0	
SPROHSA169996		83	0	2	3	
SPROHSA107022		88	1	1	0	
SPROHSA137522		83	0	1	0	
SPROHSA104569		35	1	1	0	
SPROHSA138593		80	0	0	1	
SPROHSA144378		62	0	1	1	
SPROHSA153057		94	0	1	0	
SPROHSA267519		66	0	0	1	
SPROHSA284420		20	0	1	1	
SPROHSA223670		66	0	1	0	
SPROHSA11626		36	0	0	1	
SPROHSA368385		31	2	1	1	
SPROHSA104295		31	0	0	1	
SPROHSA211630		68	0	0	1	
SPROHSA126116		70	0	1	0	
SPROHSA160226		58	0	0	1	
SPROHSA171960		94	1	1	1	
SPROHSA194972		53	0	0	1	
SPROHSA114313		63	0	1	1	
SPROHSA261177		45	2	1	1	
SPROHSA176574		18	1	1	0	
SPROHSA182333		70	0	1	0	
SPROHSA142678		96	0	1	0	
SPROHSA10560		80	0	1	0	
SPROHSA180861		51	0	1	0	
SPROHSA192079		88	0	1	0	
SPROHSA194075		51	0	1	1	
SPROHSA171863		18	0	1	2	
SPROHSA381385		21	0	1	1	
SPROHSA61541		87	0	1	0	
SPROHSA170801		36	0	1	1	
SPROHSA242530		79	1	1	0	
SPROHSA110390		56	0	1	0	
SPROHSA116384		85	1	1	1	
SPROHSA175084		61	1	1	1	
SPROHSA192537		30	0	0	1	
SPROHSA269970		25	0	1	0	
SPROHSA47192		86	0	0	1	
SPROHSA10855		84	0	1	0	
SPROHSA169161		42	0	1	0	
SPROHSA149609		54	0	0	1	
SPROHSA177427		98	0	1	1	
SPROHSA392233		80	1	1	1	
SPROHSA131424		67	1	1	0	
SPROHSA167746		23	0	1	0	
SPROHSA192689		87	1	1	1	
SPROHSA31932		89	4	2	2	
SPROHSA139691		64	1	0	1	
SPROHSA115104		78	0	0	1	
SPROHSA273588		96	0	1	0	
SPROHSA124883		96	1	2	3	
SPROHSA171967		98	2	1	1	
SPROHSA17427		100	0	0	1	
SPROHSA202314		65	0	1	0	
SPROHSA113366		72	0	1	0	
SPROHSA119671		90	0	1	2	
SPROHSA138138		92	0	0	1	
SPROHSA123457		94	0	1	0	
SPROHSA374474		95	2	2	1	
SPROHSA126070		93	0	1	0	
SPROHSA141370		86	1	1	0	
SPROHSA215805		80	1	1	0	
SPROHSA111521		93	0	1	1	
SPROHSA124984		84	0	1	0	
SPROHSA150966		26	1	1	1	
SPROHSA129418		99	0	1	0	
SPROHSA153514		94	1	1	1	
SPROHSA172055		56	1	1	1	
SPROHSA346006		94	0	1	1	
SPROHSA74214		83	1	1	1	
SPROHSA334139		71	0	1	0	
SPROHSA104235		86	0	0	1	
SPROHSA144410		85	0	0	1	
SPROHSA238690		87	0	0	1	
SPROHSA1065		94	0	1	0	
SPROHSA11576		28	0	0	2	
SPROHSA146406		56	0	0	1	
SPROHSA218183		58	0	1	2	
SPROHSA113216		61	0	1	0	
SPROHSA13508		98	0	0	1	
SPROHSA180594		26	0	0	1	
SPROHSA107880		27	1	2	1	
SPROHSA130169		54	1	1	1	
SPROHSA14455		89	1	1	0	
SPROHSA174493		75	0	1	0	
SPROHSA35340		97	1	2	1	
SPROHSA185322		30	0	1	0	
SPROHSA324178		53	0	0	1	
SPROHSA207458		83	0	0	1	
SPROHSA134943		36	1	1	1	
SPROHSA167287		38	0	1	0	
SPROHSA110726		66	0	1	0	
SPROHSA163023		50	0	1	0	
SPROHSA36271		38	1	1	1	
SPROHSA264217		91	0	0	1	
SPROHSA319871		24	0	0	1	
SPROHSA113981		66	1	1	0	
SPROHSA131275		24	2	3	3	
SPROHSA194230		32	0	0	1	
SPROHSA1424		96	0	1	1	
SPROHSA155696		40	0	1	0	
SPROHSA209031		16	1	1	0	
SPROHSA125103		91	0	1	0	
SPROHSA141115		42	0	1	1	
SPROHSA136048		43	0	0	1	
SPROHSA148204		79	0	1	1	
SPROHSA163889		47	0	0	1	
SPROHSA276497		47	0	1	0	
SPROHSA105406		92	0	0	1	
SPROHSA132876		48	0	1	0	
SPROHSA197551		84	0	1	0	
SPROHSA108568		88	0	0	1	
SPROHSA224658		71	2	2	2	
SPROHSA125774		94	0	0	1	
SPROHSA208503		40	0	0	1	
SPROHSA286550		100	0	0	1	
SPROHSA331019		72	2	1	0	
SPROHSA144608		69	0	1	0	
SPROHSA152531		42	1	1	0	
SPROHSA208058		68	0	0	1	
SPROHSA206071		22	0	1	0	
SPROHSA236129		77	0	1	0	
SPROHSA117973		99	1	1	0	
SPROHSA132154		90	0	0	1	
SPROHSA25548		64	0	1	1	
SPROHSA338482		100	0	1	1	
SPROHSA198926		87	0	0	2	
SPROHSA235492		91	0	1	0	
SPROHSA284235		70	0	1	0	
SPROHSA123264		73	0	0	1	
SPROHSA131765		91	1	1	1	
SPROHSA289823		57	0	0	1	
SPROHSA107711		99	1	1	0	
SPROHSA2141		96	0	1	1	
SPROHSA143209		69	1	1	1	
SPROHSA186760		99	0	1	1	
SPROHSA146822		68	1	1	1	
SPROHSA101427		79	0	1	0	
SPROHSA103287		83	0	0	1	
SPROHSA301813		71	0	1	1	
SPROHSA392619		49	0	1	0	
SPROHSA12543		48	0	1	0	
SPROHSA227970		100	1	1	0	
SPROHSA100023		95	0	1	0	
SPROHSA176188		81	1	1	1	
SPROHSA284719		79	0	1	1	
SPROHSA208818		79	1	2	0	
SPROHSA119826		99	0	1	1	
SPROHSA14533		51	0	0	1	
SPROHSA120995		90	0	0	1	
SPROHSA201040		99	0	1	1	
SPROHSA102189		25	0	0	1	
SPROHSA155175		70	0	1	0	
SPROHSA231215		69	0	0	1	
SPROHSA217061		44	0	1	0	
SPROHSA109577		54	0	1	0	
SPROHSA158843		72	0	1	0	
SPROHSA176313		86	1	1	1	
SPROHSA12053		96	0	0	1	
SPROHSA20272		47	1	0	1	
SPROHSA126268		79	1	0	1	
SPROHSA166219		60	1	0	1	
SPROHSA198985		92	0	0	1	
SPROHSA210912		46	1	1	1	
SPROHSA108304		87	0	1	1	
SPROHSA135940		50	1	1	0	
SPROHSA125996		100	1	1	1	
SPROHSA258081		89	0	1	0	
SPROHSA10104		99	1	1	1	
SPROHSA112755		86	3	2	0	
SPROHSA147928		49	0	0	1	
SPROHSA216374		99	0	1	0	
SPROHSA28036		54	0	1	0	
SPROHSA137459		75	0	1	1	
SPROHSA224379		56	0	1	0	
SPROHSA13733		41	0	0	1	
SPROHSA159934		36	1	1	1	
SPROHSA156785		46	0	0	2	
SPROHSA112145		75	0	0	1	
SPROHSA126127		91	1	1	1	
SPROHSA131600		94	0	2	3	
SPROHSA245108		96	1	2	1	
SPROHSA21282		90	0	0	1	
SPROHSA164426		89	3	2	1	
SPROHSA121176		94	0	0	1	
SPROHSA188941		39	1	1	0	
SPROHSA120626		34	0	1	0	
SPROHSA173789		58	0	1	1	
SPROHSA380329		94	0	1	0	
SPROHSA133145		92	0	0	1	
SPROHSA197082		97	1	1	1	
SPROHSA201431		44	0	0	1	
SPROHSA105106		82	0	0	1	
SPROHSA13098		85	0	0	1	
SPROHSA345320		64	1	1	0	
SPROHSA197101		16	0	1	1	
SPROHSA149056		40	0	0	1	
SPROHSA241978		98	1	1	0	
SPROHSA27392		55	0	0	1	
SPROHSA225391		29	0	1	0	
SPROHSA168765		48	0	1	1	
SPROHSA194919		48	0	1	0	
SPROHSA126141		90	0	1	1	
SPROHSA174418		33	0	0	1	
SPROHSA179567		58	0	1	0	
SPROHSA215302		44	0	1	0	
SPROHSA210625		91	0	1	1	
SPROHSA216698		73	0	1	0	
SPROHSA198680		26	0	1	0	
SPROHSA100661		36	1	1	1	
SPROHSA158190		31	0	1	0	
SPROHSA113922		43	0	0	1	
SPROHSA142608		74	0	0	1	
SPROHSA196769		78	0	0	1	
SPROHSA111955		38	0	2	2	
SPROHSA194614		42	0	0	1	
SPROHSA241927		91	1	1	1	
SPROHSA140094		20	0	1	0	
SPROHSA216373		96	0	1	0	
SPROHSA111270		78	1	1	1	
SPROHSA126643		34	0	1	0	
SPROHSA223716		92	0	0	1	
SPROHSA111831		41	0	1	0	
SPROHSA132035		71	0	1	1	
SPROHSA114707		40	0	0	1	
SPROHSA14396		75	0	1	0	
SPROHSA117070		96	0	1	0	
SPROHSA246052		94	0	1	0	
SPROHSA104667		70	0	0	2	
SPROHSA173417		88	1	1	0	
SPROHSA267526		95	0	1	0	
SPROHSA100948		71	0	1	1	
SPROHSA160897		71	1	1	0	
SPROHSA10648		73	1	1	2	
SPROHSA163042		98	0	1	0	
SPROHSA180749		86	0	0	1	
SPROHSA113606		55	1	1	0	
SPROHSA182128		70	0	0	1	
SPROHSA183307		99	0	0	1	
SPROHSA109381		95	1	4	0	
SPROHSA20301		62	0	1	0	
SPROHSA168821		23	0	1	0	
SPROHSA102952		95	0	2	0	
SPROHSA318642		66	0	1	0	
SPROHSA230922		72	0	1	0	
SPROHSA112685		57	0	0	1	
SPROHSA34500		98	0	1	1	
SPROHSA139396		51	0	1	1	
SPROHSA200687		90	0	1	0	
SPROHSA288326		88	0	1	1	
SPROHSA163338		45	1	0	1	
SPROHSA227616		36	0	1	0	
SPROHSA116221		95	0	0	1	
SPROHSA155177		17	0	0	1	
SPROHSA116535		74	0	1	0	
SPROHSA192474		89	0	0	1	
SPROHSA11083		90	0	1	0	
SPROHSA365421		76	0	0	1	
SPROHSA174796		100	0	1	1	
SPROHSA204228		99	0	1	0	
SPROHSA71573		87	0	0	1	
SPROHSA143195		29	0	1	1	
SPROHSA120037		38	0	1	1	
SPROHSA116039		81	0	1	0	
SPROHSA100804		97	1	1	0	
SPROHSA109672		58	1	1	1	
SPROHSA257765		54	0	1	0	
SPROHSA165958		90	0	1	0	
SPROHSA115469		58	1	1	2	
SPROHSA238779		97	0	0	1	
SPROHSA119791		99	0	1	0	
SPROHSA149695		47	1	1	0	
SPROHSA163624		43	0	1	0	
SPROHSA112268		66	0	0	1	
SPROHSA145435		88	0	0	1	
SPROHSA328328		86	0	0	1	
SPROHSA167942		41	1	1	0	
SPROHSA197504		19	0	1	1	
SPROHSA126628		79	0	1	0	
SPROHSA111687		64	0	0	1	
SPROHSA134936		93	1	1	0	
SPROHSA112529		88	0	1	0	
SPROHSA116230		86	0	1	0	
SPROHSA212437		78	0	1	1	
SPROHSA11467		41	0	0	1	
SPROHSA129285		96	0	1	0	
SPROHSA189859		44	0	1	0	
SPROHSA253221		57	0	1	0	
SPROHSA141644		30	1	0	0	
SPROHSA259991		97	0	1	0	
SPROHSA154735		67	0	1	0	
SPROHSA114102		50	0	0	1	
SPROHSA114715		99	1	1	0	
SPROHSA115412		76	0	0	1	
SPROHSA145056		71	0	1	0	
SPROHSA265905		37	0	1	0	
SPROHSA15211		93	0	0	1	
SPROHSA129046		92	1	1	0	
SPROHSA14751		87	0	0	1	
SPROHSA111674		64	0	0	1	
SPROHSA136176		52	0	0	1	
SPROHSA218526		80	1	1	1	
SPROHSA121826		60	0	1	1	
SPROHSA293368		43	1	2	2	
SPROHSA281977		80	1	1	1	
SPROHSA108729		82	0	0	1	
SPROHSA110719		39	0	0	1	
SPROHSA135563		66	0	1	1	
SPROHSA299622		26	0	2	0	
SPROHSA107790		28	0	1	0	
SPROHSA118445		55	0	0	1	
SPROHSA13502		86	0	1	1	
SPROHSA111093		72	0	1	0	
SPROHSA122412		63	1	1	0	
SPROHSA159607		85	0	0	1	
SPROHSA179399		88	0	1	0	
SPROHSA104070		72	0	1	1	
SPROHSA192280		28	1	1	1	
SPROHSA224133		98	0	0	1	
SPROHSA375813		77	0	1	0	
SPROHSA189498		62	1	0	0	
SPROHSA141846		89	0	0	1	
SPROHSA149742		34	1	1	1	
SPROHSA206407		28	0	1	1	
SPROHSA137427		97	0	1	0	
SPROHSA110461		89	0	1	1	
SPROHSA142706		80	0	0	1	
SPROHSA196719		53	1	1	1	
SPROHSA20911		83	0	0	1	
SPROHSA341838		96	1	1	1	
SPROHSA156847		65	0	1	0	
SPROHSA184090		61	1	0	1	
SPROHSA107676		92	0	0	1	
SPROHSA138120		99	0	1	0	
SPROHSA296934		21	0	1	1	
SPROHSA259043		96	0	0	1	
SPROHSA123266		54	0	1	0	
SPROHSA145782		58	0	1	0	
SPROHSA73842		59	0	1	1	
SPROHSA228057		62	0	1	0	
SPROHSA246424		67	1	1	0	
SPROHSA256662		96	0	0	1	
SPROHSA141819		61	0	1	0	
SPROHSA213756		21	0	1	0	
SPROHSA174346		41	0	1	1	
SPROHSA304794		98	0	0	1	
SPROHSA321005		100	0	1	0	
SPROHSA152426		62	1	0	0	
SPROHSA109812		89	1	0	1	
SPROHSA164493		95	0	1	0	
SPROHSA106815		77	0	1	1	
SPROHSA133080		71	1	1	1	
SPROHSA115937		69	0	0	1	
SPROHSA147738		99	0	0	1	
SPROHSA152496		73	0	0	1	
SPROHSA25697		58	0	0	1	
SPROHSA33549		83	1	1	0	
SPROHSA298049		95	0	0	1	
SPROHSA173347		56	1	1	1	
SPROHSA216496		38	0	0	1	
SPROHSA226355		66	0	0	1	
SPROHSA237162		85	1	1	1	
SPROHSA147673		92	0	1	1	
SPROHSA113380		87	1	1	0	
SPROHSA113833		86	0	0	1	
SPROHSA115351		68	0	0	1	
SPROHSA102562		74	0	0	1	
SPROHSA121623		82	1	1	0	
SPROHSA196178		38	0	1	0	
SPROHSA146295		70	0	0	1	
SPROHSA193831		99	0	0	2	
SPROHSA10341		100	1	1	1	
SPROHSA112090		91	0	0	1	
SPROHSA116552		70	1	1	1	
SPROHSA123779		69	0	0	1	
SPROHSA15441		91	1	0	1	
SPROHSA204263		77	0	0	1	
SPROHSA348420		38	0	0	1	
SPROHSA120984		71	1	1	0	
SPROHSA119215		91	0	0	1	
SPROHSA197198		98	0	1	0	
SPROHSA139873		34	0	1	1	
SPROHSA373086		89	1	1	0	
SPROHSA114075		20	1	1	0	
SPROHSA170417		70	1	1	1	
SPROHSA114230		82	0	1	2	
SPROHSA22542		99	0	1	0	
SPROHSA141661		53	0	0	1	
SPROHSA145013		39	0	1	1	
SPROHSA167373		85	0	1	1	
SPROHSA229549		72	0	0	1	
SPROHSA137051		29	0	0	1	
SPROHSA341129		68	0	0	2	
SPROHSA117354		48	0	0	1	
SPROHSA117697		52	0	0	1	
SPROHSA162050		86	1	1	0	
SPROHSA151015		69	0	0	1	
SPROHSA215715		48	0	1	0	
SPROHSA318106		93	0	0	1	
SPROHSA197240		96	1	1	0	
SPROHSA128385		76	0	0	1	
SPROHSA161934		31	0	0	1	
SPROHSA171831		26	1	0	0	
SPROHSA119986		34	0	0	1	
SPROHSA147597		11	1	0	0	
SPROHSA165059		72	0	0	1	
SPROHSA120842		66	1	1	0	
SPROHSA124131		97	0	0	1	
SPROHSA223920		39	0	0	1	
SPROHSA106072		30	0	0	1	
SPROHSA202033		33	6	2	4	
SPROHSA203914		86	0	1	0	
SPROHSA17612		100	1	1	0	
SPROHSA43143		91	0	0	1	
SPROHSA327076		22	0	1	0	
SPROHSA390076		90	0	0	1	
SPROHSA151100		17	0	1	0	
SPROHSA110288		73	0	0	1	
SPROHSA125761		87	0	1	0	
SPROHSA140705		29	0	0	1	
SPROHSA197972		35	0	1	0	
SPROHSA147943		58	0	1	1	
SPROHSA19998		94	0	1	1	
SPROHSA290288		36	0	1	0	
SPROHSA104627		69	0	1	1	
SPROHSA116284		62	0	0	1	
SPROHSA121415		48	0	1	0	
SPROHSA297058		82	0	0	1	
SPROHSA177126		94	0	0	1	
SPROHSA187723		98	1	1	1	
SPROHSA10443		71	0	0	1	
SPROHSA137515		90	0	0	1	
SPROHSA244155		78	0	2	0	
SPROHSA115942		61	1	0	1	
SPROHSA141890		62	0	0	1	
SPROHSA19547		38	1	1	1	
SPROHSA278669		71	0	0	1	
SPROHSA199472		88	0	0	2	
SPROHSA211333		78	0	1	0	
SPROHSA10969		88	0	0	4	
SPROHSA114527		44	0	1	0	
SPROHSA193174		56	0	1	0	
SPROHSA155110		21	0	1	2	
SPROHSA133781		22	0	0	1	
SPROHSA101523		94	0	0	1	
SPROHSA180195		93	1	1	1	
SPROHSA198431		66	0	0	1	
SPROHSA181527		93	0	0	1	
SPROHSA310327		90	0	1	0	
SPROHSA234546		40	0	0	1	
SPROHSA105074		68	1	1	1	
SPROHSA130456		90	0	0	1	
SPROHSA312041		67	1	1	0	
SPROHSA108041		98	0	1	0	
SPROHSA146827		53	0	0	1	
SPROHSA49361		32	0	0	1	
SPROHSA127446		80	0	1	0	
SPROHSA129686		69	0	1	1	
SPROHSA142578		76	0	1	0	
SPROHSA111658		93	0	0	1	
SPROHSA111626		62	0	1	1	
SPROHSA139586		86	0	0	1	
SPROHSA240293		30	0	1	1	
SPROHSA167386		28	0	0	1	
SPROHSA136233		88	0	0	1	
SPROHSA21474		43	0	1	1	
SPROHSA334876		98	0	1	0	
SPROHSA146451		35	0	1	1	
SPROHSA103381		94	1	1	0	
SPROHSA134379		98	0	0	1	
SPROHSA21032		100	0	1	0	
SPROHSA104102		38	0	1	1	
SPROHSA196358		99	0	0	1	
SPROHSA120048		78	1	0	1	
SPROHSA326618		25	0	0	1	
SPROHSA126720		81	0	1	0	
SPROHSA104267		72	0	1	0	
