Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
SPROHSA211075	SPROHSA211075	SPROHSA211075		100			SPROHSA211075	1.0000	0.9935	2	6	0	6	1	2	3	     0	     0	     0	SPROHSA49690	
SPROHSA211202	SPROHSA211202	SPROHSA211202		16			SPROHSA211202	1.0000	0.9945	2	2	0	2	0	1	1	     0	     0	     0	SPROHSA211203, SPROHSA211204, SPROHSA240524, SPROHSA240525, SPROHSA27772, SPROHSA31994, SPROHSA31995, SPROHSA320603, SPROHSA352358, SPROHSA35949, SPROHSA35950, SPROHSA384963, SPROHSA384964, SPROHSA9665	
SPROHSA213508	SPROHSA213508	SPROHSA213508		77			SPROHSA213508	1.0000	0.9841	1	2	0	2	0	2	0	     0	     0	     0	SPROHSA237914, SPROHSA369453, SPROHSA388815, SPROHSA45928	
SPROHSA213826	SPROHSA213826	SPROHSA213826		25			SPROHSA213826	1.0000	0.9918	1	4	0	4	2	2	0	     0	     0	     0	SPROHSA268959, SPROHSA300889	
SPROHSA214020	SPROHSA214020	SPROHSA214020		36			SPROHSA214020	1.0000	0.9823	1	2	2	2	1	1	0	     0	     0	     0		
SPROHSA21469	SPROHSA21469	SPROHSA21469		92			SPROHSA21469	1.0000	0.9936	2	2	0	2	0	1	1	     0	     0	     0	SPROHSA320648, SPROHSA323665, SPROHSA32812	
SPROHSA214902	SPROHSA214902	SPROHSA214902		100			SPROHSA214902	1.0000	0.9963	3	5	0	5	0	1	4	     0	     0	     0	SPROHSA363765, SPROHSA39796, SPROHSA39797, SPROHSA39798	
SPROHSA215385	SPROHSA215385	SPROHSA215385		100			SPROHSA215385	1.0000	0.9688	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA215386, SPROHSA346438	
SPROHSA215626	SPROHSA215626	SPROHSA215626		47			SPROHSA215626	1.0000	0.9869	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA303639, SPROHSA90316, SPROHSA91031	
SPROHSA2159	SPROHSA2159	SPROHSA2159		90			SPROHSA2159	1.0000	0.9744	1	3	3	3	1	1	1	     0	     0	     0		
SPROHSA215983	SPROHSA215983	SPROHSA215983		51			SPROHSA215983	1.0000	0.9990	4	5	0	5	0	4	1	     0	     0	     0	SPROHSA215984, SPROHSA215985	
SPROHSA216062	SPROHSA216062	SPROHSA216062		86			SPROHSA216062	1.0000	0.9990	2	7	0	7	2	5	0	     0	     0	     0	SPROHSA280136, SPROHSA280137, SPROHSA303777, SPROHSA305149	
SPROHSA216275	SPROHSA216275	SPROHSA216275		68			SPROHSA216275	1.0000	0.9979	1	3	0	3	1	2	0	     0	     0	     0	SPROHSA219408, SPROHSA300283, SPROHSA303893, SPROHSA330014	
SPROHSA216421	SPROHSA216421	SPROHSA216421		47			SPROHSA216421	1.0000	0.9984	1	4	4	4	1	2	1	     0	     0	     0		
SPROHSA216717	SPROHSA216717	SPROHSA216717		52			SPROHSA216717	1.0000	0.9708	1	4	0	4	0	2	2	     0	     0	     0	SPROHSA216718, SPROHSA43532, SPROHSA44466	
SPROHSA216767	SPROHSA216767	SPROHSA216767		69			SPROHSA216767	1.0000	0.9835	2	10	6	10	2	5	3	     0	     0	     0		
SPROHSA217293	SPROHSA217293	SPROHSA217293		89			SPROHSA217293	1.0000	0.9989	5	14	0	14	3	5	6	     0	     0	     0	SPROHSA217294, SPROHSA217295	
SPROHSA217339	SPROHSA217339	SPROHSA217339		94			SPROHSA217339	1.0000	0.9840	3	3	0	3	0	3	0	     0	     0	     0	SPROHSA217340, SPROHSA217341	
SPROHSA217563	SPROHSA217563	SPROHSA217563		72			SPROHSA217563	1.0000	0.9930	1	3	0	3	2	1	0	     0	     0	     0	SPROHSA217564, SPROHSA243334	
SPROHSA217583	SPROHSA217583	SPROHSA217583		33			SPROHSA217583	1.0000	0.9872	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA22131, SPROHSA258843, SPROHSA348597, SPROHSA353977	
SPROHSA217748	SPROHSA217748	SPROHSA217748		51			SPROHSA217748	1.0000	0.9990	7	10	0	10	2	8	0	     0	     0	     0	SPROHSA217749, SPROHSA370235	
SPROHSA218003	SPROHSA218003	SPROHSA218003		84			SPROHSA218003	1.0000	0.9874	1	3	0	3	1	2	0	     0	     0	     0	SPROHSA232323, SPROHSA308290, SPROHSA368846	
SPROHSA219156	SPROHSA219156	SPROHSA219156		36			SPROHSA219156	1.0000	0.9983	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA34371, SPROHSA77280	
SPROHSA219891	SPROHSA219891	SPROHSA219891		77			SPROHSA219891	1.0000	0.9952	2	6	0	6	1	2	3	     0	     0	     0	SPROHSA219892, SPROHSA243287, SPROHSA243288, SPROHSA391601, SPROHSA391602	
SPROHSA22001	SPROHSA22001	SPROHSA22001		53			SPROHSA22001	1.0000	0.9936	2	3	0	3	0	1	2	     0	     0	     0	SPROHSA313368, SPROHSA330002, SPROHSA37625	
SPROHSA22007	SPROHSA22007	SPROHSA22007		78			SPROHSA22007	1.0000	0.9853	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA282008, SPROHSA346418, SPROHSA78091	
SPROHSA220315	SPROHSA220315	SPROHSA220315		13			SPROHSA220315	1.0000	0.9910	1	2	2	2	0	0	2	     0	     0	     0		
SPROHSA221043	SPROHSA221043	SPROHSA221043		98			SPROHSA221043	1.0000	0.9813	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA221044	
SPROHSA221274	SPROHSA221274	SPROHSA221274		33			SPROHSA221274	1.0000	0.9849	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA221275, SPROHSA230843, SPROHSA238156, SPROHSA298614, SPROHSA323446, SPROHSA323447	
SPROHSA221373	SPROHSA221373	SPROHSA221373		82			SPROHSA221373	1.0000	0.9977	2	2	2	2	1	1	0	     0	     0	     0		
SPROHSA22228	SPROHSA22228	SPROHSA22228		83			SPROHSA22228	1.0000	0.9990	9	22	9	22	4	6	12	     0	     0	     0		
SPROHSA223190	SPROHSA223190	SPROHSA223190		83			SPROHSA223190	1.0000	0.9955	2	3	0	3	1	1	1	     0	     0	     0	SPROHSA238308	
SPROHSA223241	SPROHSA223241	SPROHSA223241		51			SPROHSA223241	1.0000	0.9966	5	11	0	11	3	7	1	     0	     0	     0		
SPROHSA223874	SPROHSA223874	SPROHSA223874		38			SPROHSA223874	1.0000	0.9752	2	3	0	3	1	0	2	     0	     0	     0	SPROHSA230025, SPROHSA262197, SPROHSA278963, SPROHSA312794, SPROHSA328280, SPROHSA367462, SPROHSA8826	
SPROHSA224115	SPROHSA224115	SPROHSA224115		52			SPROHSA224115	1.0000	0.9868	5	9	0	9	0	8	1	     0	     0	     0	SPROHSA224116	
SPROHSA224696	SPROHSA224696	SPROHSA224696		56			SPROHSA224696	1.0000	0.9988	3	32	0	32	4	5	23	     0	     0	     0	SPROHSA383931	
SPROHSA224758	SPROHSA224758	SPROHSA224758		51			SPROHSA224758	1.0000	0.9916	3	15	0	15	1	3	11	     0	     0	     0	SPROHSA290679, SPROHSA351746, SPROHSA360730, SPROHSA385191, SPROHSA387325	
SPROHSA224769	SPROHSA224769	SPROHSA224769		38			SPROHSA224769	1.0000	0.9946	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA385545	
SPROHSA225674	SPROHSA225674	SPROHSA225674		52			SPROHSA225674	1.0000	0.9962	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA225675, SPROHSA366356, SPROHSA366357, SPROHSA367030, SPROHSA367031, SPROHSA391825, SPROHSA391826, SPROHSA53337, SPROHSA53338	
SPROHSA227236	SPROHSA227236	SPROHSA227236		97			SPROHSA227236	1.0000	0.9913	3	5	0	5	1	3	1	     0	     0	     0	SPROHSA244276	
SPROHSA227331	SPROHSA227331	SPROHSA227331		94			SPROHSA227331	1.0000	0.9531	2	5	0	5	5	0	0	     0	     0	     0	SPROHSA316729	
SPROHSA227472	SPROHSA227472	SPROHSA227472		74			SPROHSA227472	1.0000	0.9935	5	6	0	6	1	3	2	     0	     0	     0	SPROHSA230703, SPROHSA262268, SPROHSA343806, SPROHSA355122, SPROHSA357862	
SPROHSA227530	SPROHSA227530	SPROHSA227530		99			SPROHSA227530	1.0000	0.9895	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA322835, SPROHSA353072, SPROHSA378728, SPROHSA63224	
SPROHSA227558	SPROHSA227558	SPROHSA227558		91			SPROHSA227558	1.0000	0.9989	1	7	0	7	2	5	0	     0	     0	     0	SPROHSA232848, SPROHSA364632, SPROHSA40808	
SPROHSA22830	SPROHSA22830	SPROHSA22830		95			SPROHSA22830	1.0000	0.9967	2	4	0	4	1	1	2	     0	     0	     0	SPROHSA252669, SPROHSA252670, SPROHSA278693, SPROHSA307734, SPROHSA341964, SPROHSA341965, SPROHSA348776	
SPROHSA228830	SPROHSA228830	SPROHSA228830		71			SPROHSA228830	1.0000	0.9809	1	2	2	2	0	0	2	     0	     0	     0		
SPROHSA228933	SPROHSA228933	SPROHSA228933		54			SPROHSA228933	1.0000	0.9964	2	4	0	4	1	0	3	     0	     0	     0	SPROHSA269966, SPROHSA334978, SPROHSA36150, SPROHSA368902, SPROHSA55834	
SPROHSA228991	SPROHSA228991	SPROHSA228991		84			SPROHSA228991	1.0000	0.9521	1	2	2	2	1	1	0	     0	     0	     0		
SPROHSA229177	SPROHSA229177	SPROHSA229177		56			SPROHSA229177	1.0000	0.9943	3	5	0	5	1	3	1	     0	     0	     0		
SPROHSA229934	SPROHSA229934	SPROHSA229934		100			SPROHSA229934	1.0000	0.9985	2	7	0	7	2	3	2	     0	     0	     0	SPROHSA234787, SPROHSA366558, SPROHSA48678	
SPROHSA230413	SPROHSA230413	SPROHSA230413		76			SPROHSA230413	1.0000	0.9988	2	8	0	8	2	3	3	     0	     0	     0	SPROHSA379265, SPROHSA97886	
SPROHSA231212	SPROHSA231212	SPROHSA231212		74			SPROHSA231212	1.0000	0.9990	5	10	3	10	1	5	4	     0	     0	     0		
SPROHSA231788	SPROHSA231788	SPROHSA231788		99			SPROHSA231788	1.0000	0.9639	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA367307, SPROHSA882, SPROHSA883	
SPROHSA232265	SPROHSA232265	SPROHSA232265		59			SPROHSA232265	1.0000	0.9938	1	2	2	2	1	1	0	     0	     0	     0		
SPROHSA23424	SPROHSA23424	SPROHSA23424		91			SPROHSA23424	1.0000	0.9728	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA303547	
SPROHSA234886	SPROHSA234886	SPROHSA234886		61			SPROHSA234886	1.0000	0.9950	1	3	0	3	0	1	2	     0	     0	     0	SPROHSA249987, SPROHSA249988, SPROHSA62761, SPROHSA62762	
SPROHSA235287	SPROHSA235287	SPROHSA235287		100			SPROHSA235287	1.0000	0.9987	2	6	0	6	2	3	1	     0	     0	     0		
SPROHSA235430	SPROHSA235430	SPROHSA235430		68			SPROHSA235430	1.0000	0.9958	1	3	3	3	1	0	2	     0	     0	     0		
SPROHSA235496	SPROHSA235496	SPROHSA235496		100			SPROHSA235496	1.0000	0.9974	2	7	0	7	1	2	4	     0	     0	     0	SPROHSA58888	
SPROHSA236055	SPROHSA236055	SPROHSA236055		76			SPROHSA236055	1.0000	0.9965	3	4	0	4	1	3	0	     0	     0	     0	SPROHSA236056, SPROHSA250157, SPROHSA250158, SPROHSA379255	
SPROHSA236253	SPROHSA236253	SPROHSA236253		60			SPROHSA236253	1.0000	0.9836	2	2	0	2	0	1	1	     0	     0	     0	SPROHSA291360	
SPROHSA236429	SPROHSA236429	SPROHSA236429		83			SPROHSA236429	1.0000	0.9943	2	3	0	3	1	2	0	     0	     0	     0	SPROHSA238526	
SPROHSA237097	SPROHSA237097	SPROHSA237097		83			SPROHSA237097	1.0000	0.9810	3	4	0	5	1	1	2	     0	     0	     0	SPROHSA64027, SPROHSA64028	
SPROHSA237277	SPROHSA237277	SPROHSA237277		100			SPROHSA237277	1.0000	0.9969	3	6	2	6	2	3	1	     0	     0	     0		
SPROHSA23743	SPROHSA23743	SPROHSA23743		77			SPROHSA23743	1.0000	0.9923	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA265211, SPROHSA345736	
SPROHSA237800	SPROHSA237800	SPROHSA237800		100			SPROHSA237800	1.0000	0.9989	2	4	1	4	1	2	1	     0	     0	     0		
SPROHSA237837	SPROHSA237837	SPROHSA237837		86			SPROHSA237837	1.0000	0.9845	2	4	0	4	1	2	1	     0	     0	     0	SPROHSA27987	
SPROHSA237945	SPROHSA237945	SPROHSA237945		89			SPROHSA237945	1.0000	0.9852	2	4	0	4	2	1	1	     0	     0	     0	SPROHSA293343, SPROHSA82785	
SPROHSA23811	SPROHSA23811	SPROHSA23811		86			SPROHSA23811	1.0000	0.9560	2	2	0	2	0	2	0	     0	     0	     0	SPROHSA374141	
SPROHSA238530	SPROHSA238530	SPROHSA238530		88			SPROHSA238530	1.0000	0.9968	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA321680	
SPROHSA239116	SPROHSA239116	SPROHSA239116		92			SPROHSA239116	1.0000	0.9917	1	3	3	3	0	1	2	     0	     0	     0		
SPROHSA239583	SPROHSA239583	SPROHSA239583		66			SPROHSA239583	1.0000	0.9981	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA35076	
SPROHSA239623	SPROHSA239623	SPROHSA239623		28			SPROHSA239623	1.0000	0.9955	1	4	0	4	1	2	1	     0	     0	     0	SPROHSA341522, SPROHSA369571	
SPROHSA239867	SPROHSA239867	SPROHSA239867		94			SPROHSA239867	1.0000	0.9990	9	15	0	15	2	7	6	     0	     0	     0	SPROHSA239868, SPROHSA56310, SPROHSA56311	
SPROHSA240001	SPROHSA240001	SPROHSA240001		96			SPROHSA240001	1.0000	0.9839	1	4	0	4	2	2	0	     0	     0	     0	SPROHSA244307, SPROHSA270329, SPROHSA32955, SPROHSA336902, SPROHSA354753, SPROHSA38314	
SPROHSA240771	SPROHSA240771	SPROHSA240771		100			SPROHSA240771	1.0000	0.9950	3	8	0	8	3	2	3	     0	     0	     0		
SPROHSA240975	SPROHSA240975	SPROHSA240975		99			SPROHSA240975	1.0000	0.9859	2	5	0	5	0	0	5	     0	     0	     0	SPROHSA332423, SPROHSA332424	
SPROHSA241002	SPROHSA241002	SPROHSA241002		78			SPROHSA241002	1.0000	0.9957	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA280, SPROHSA291309, SPROHSA34479, SPROHSA34480, SPROHSA34768	
SPROHSA241006	SPROHSA241006	SPROHSA241006		64			SPROHSA241006	1.0000	0.9954	5	17	10	17	4	7	6	     0	     0	     0		
SPROHSA241170	SPROHSA241170	SPROHSA241170		77			SPROHSA241170	1.0000	0.9905	2	28	0	28	1	2	25	     0	     0	     0	SPROHSA315309, SPROHSA359318	
SPROHSA241437	SPROHSA241437	SPROHSA241437		96			SPROHSA241437	1.0000	0.9971	3	16	3	16	6	4	6	     0	     0	     0		
SPROHSA242060	SPROHSA242060	SPROHSA242060		82			SPROHSA242060	1.0000	0.9982	3	6	0	6	0	3	3	     0	     0	     0	SPROHSA352121	
SPROHSA24306	SPROHSA24306	SPROHSA24306		100			SPROHSA24306	1.0000	0.9810	2	2	2	2	0	2	0	     0	     0	     0		
SPROHSA243130	SPROHSA243130	SPROHSA243130		94			SPROHSA243130	1.0000	0.9796	1	2	0	2	0	2	0	     0	     0	     0	SPROHSA292293, SPROHSA325938, SPROHSA369115	
SPROHSA248465	SPROHSA248465	SPROHSA248465		49			SPROHSA248465	1.0000	0.9970	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA254312, SPROHSA48539	
SPROHSA249627	SPROHSA249627	SPROHSA249627		95			SPROHSA249627	1.0000	0.9989	7	20	0	20	4	5	11	     0	     0	     0	SPROHSA37802	
SPROHSA250266	SPROHSA250266	SPROHSA250266		50			SPROHSA250266	1.0000	0.9977	1	3	0	3	0	1	2	     0	     0	     0	SPROHSA283043, SPROHSA292490, SPROHSA341222, SPROHSA49205	
SPROHSA250634	SPROHSA250634	SPROHSA250634		63			SPROHSA250634	1.0000	0.9888	2	5	0	5	2	1	2	     0	     0	     0	SPROHSA278654, SPROHSA279431, SPROHSA283459, SPROHSA34402	
SPROHSA251433	SPROHSA251433	SPROHSA251433		71			SPROHSA251433	1.0000	0.9969	2	3	0	3	1	0	2	     0	     0	     0	SPROHSA87661	
SPROHSA25257	SPROHSA25257	SPROHSA25257		97			SPROHSA25257	1.0000	0.9877	3	8	0	8	4	3	1	     0	     0	     0		
SPROHSA252605	SPROHSA252605	SPROHSA252605		74			SPROHSA252605	1.0000	0.9929	1	5	0	5	0	2	3	     0	     0	     0	SPROHSA252606, SPROHSA268104, SPROHSA303576, SPROHSA322396, SPROHSA353638	
SPROHSA252685	SPROHSA252685	SPROHSA252685		56			SPROHSA252685	1.0000	0.9829	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA321377, SPROHSA388714	
SPROHSA253226	SPROHSA253226	SPROHSA253226		48			SPROHSA253226	1.0000	0.9920	1	2	0	2	0	2	0	     0	     0	     0	SPROHSA31221	
SPROHSA253544	SPROHSA253544	SPROHSA253544		89			SPROHSA253544	1.0000	0.9817	1	3	3	3	0	1	2	     0	     0	     0		
SPROHSA253704	SPROHSA253704	SPROHSA253704		96			SPROHSA253704	1.0000	0.9943	2	4	4	4	2	1	1	     0	     0	     0		
SPROHSA25564	SPROHSA25564	SPROHSA25564		92			SPROHSA25564	1.0000	0.9936	2	2	0	2	1	0	1	     0	     0	     0	SPROHSA316559	
SPROHSA256161	SPROHSA256161	SPROHSA256161		83			SPROHSA256161	1.0000	0.9974	1	2	0	2	1	0	1	     0	     0	     0	SPROHSA98721	
SPROHSA257437	SPROHSA257437	SPROHSA257437		100			SPROHSA257437	1.0000	0.9939	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA257473	SPROHSA257473	SPROHSA257473		76			SPROHSA257473	1.0000	0.9989	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA383879, SPROHSA73821	
SPROHSA258100	SPROHSA258100	SPROHSA258100		70			SPROHSA258100	1.0000	0.9977	3	4	0	4	0	3	1	     0	     0	     0	SPROHSA258101, SPROHSA358873, SPROHSA358874, SPROHSA92414	
SPROHSA258207	SPROHSA258207	SPROHSA258207		94			SPROHSA258207	1.0000	0.9739	2	4	4	4	0	1	3	     0	     0	     0		
SPROHSA258405	SPROHSA258405	SPROHSA258405		59			SPROHSA258405	1.0000	0.9593	1	2	0	2	0	2	0	     0	     0	     0	SPROHSA313540, SPROHSA361729	
SPROHSA25913	SPROHSA25913	SPROHSA25913		57			SPROHSA25913	1.0000	0.9970	2	2	0	2	0	2	0	     0	     0	     0	SPROHSA8686	
SPROHSA260610	SPROHSA260610	SPROHSA260610		55			SPROHSA260610	1.0000	0.9904	2	11	0	11	1	4	6	     0	     0	     0	SPROHSA260611, SPROHSA345309, SPROHSA345310, SPROHSA345311	
SPROHSA261523	SPROHSA261523	SPROHSA261523		97			SPROHSA261523	1.0000	0.9858	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA339093, SPROHSA344476, SPROHSA346228, SPROHSA36548, SPROHSA60563	
SPROHSA261748	SPROHSA261748	SPROHSA261748		27			SPROHSA261748	1.0000	0.9875	1	3	0	3	1	0	2	     0	     0	     0	SPROHSA261749	
SPROHSA261926	SPROHSA261926	SPROHSA261926		80			SPROHSA261926	1.0000	0.9989	2	9	9	9	4	3	2	     0	     0	     0		
SPROHSA263370	SPROHSA263370	SPROHSA263370		81			SPROHSA263370	1.0000	0.9973	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA273834, SPROHSA28485	
SPROHSA264549	SPROHSA264549	SPROHSA264549		98			SPROHSA264549	1.0000	0.9715	2	2	1	2	0	1	1	     0	     0	     0		
SPROHSA264778	SPROHSA264778	SPROHSA264778		46			SPROHSA264778	1.0000	0.9755	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA264847	SPROHSA264847	SPROHSA264847		79			SPROHSA264847	1.0000	0.9954	1	5	0	5	1	0	4	     0	     0	     0	SPROHSA31454, SPROHSA316347	
SPROHSA265770	SPROHSA265770	SPROHSA265770		69			SPROHSA265770	1.0000	0.9934	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA291942, SPROHSA321575	
SPROHSA266554	SPROHSA266554	SPROHSA266554		62			SPROHSA266554	1.0000	0.9928	1	3	0	3	0	0	3	     0	     0	     0	SPROHSA341386, SPROHSA341387, SPROHSA380927	
SPROHSA267856	SPROHSA267856	SPROHSA267856		97			SPROHSA267856	1.0000	0.9984	2	9	0	9	2	3	4	     0	     0	     0	SPROHSA267857, SPROHSA298123, SPROHSA67054	
SPROHSA269059	SPROHSA269059	SPROHSA269059		92			SPROHSA269059	1.0000	0.9941	2	3	2	3	0	1	2	     0	     0	     0		
SPROHSA269813	SPROHSA269813	SPROHSA269813		42			SPROHSA269813	1.0000	0.9956	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA270076	SPROHSA270076	SPROHSA270076		56			SPROHSA270076	1.0000	0.9878	4	11	0	11	1	4	6	     0	     0	     0	SPROHSA320717, SPROHSA37878	
SPROHSA272364	SPROHSA272364	SPROHSA272364		99			SPROHSA272364	1.0000	0.9974	4	6	0	6	1	2	3	     0	     0	     0		
SPROHSA273394	SPROHSA273394	SPROHSA273394		76			SPROHSA273394	1.0000	0.9747	2	4	0	4	1	1	2	     0	     0	     0	SPROHSA274421, SPROHSA289052	
SPROHSA274454	SPROHSA274454	SPROHSA274454		93			SPROHSA274454	1.0000	0.9983	3	5	0	5	0	4	1	     0	     0	     0	SPROHSA344144	
SPROHSA27480	SPROHSA27480	SPROHSA27480		95			SPROHSA27480	1.0000	0.9841	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA77501	
SPROHSA275374	SPROHSA275374	SPROHSA275374		74			SPROHSA275374	1.0000	0.9445	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA34482	
SPROHSA275944	SPROHSA275944	SPROHSA275944		50			SPROHSA275944	1.0000	0.9901	2	2	0	2	0	1	1	     0	     0	     0	SPROHSA275945, SPROHSA55770, SPROHSA55771	
SPROHSA277706	SPROHSA277706	SPROHSA277706		60			SPROHSA277706	1.0000	0.9972	2	7	0	7	1	2	4	     0	     0	     0	SPROHSA285294, SPROHSA337238, SPROHSA35207, SPROHSA366496, SPROHSA383225	
SPROHSA279778	SPROHSA279778	SPROHSA279778		99			SPROHSA279778	1.0000	0.9935	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA285181	
SPROHSA283014	SPROHSA283014	SPROHSA283014		79			SPROHSA283014	1.0000	0.9966	1	4	4	4	2	2	0	     0	     0	     0		
SPROHSA283915	SPROHSA283915	SPROHSA283915		100			SPROHSA283915	1.0000	0.9949	2	2	2	2	0	0	2	     0	     0	     0		
SPROHSA284201	SPROHSA284201	SPROHSA284201		97			SPROHSA284201	1.0000	0.9844	2	2	2	2	0	0	2	     0	     0	     0		
SPROHSA284743	SPROHSA284743	SPROHSA284743		74			SPROHSA284743	1.0000	0.9798	1	1	0	1	0	1	0	     0	     0	     0		
SPROHSA285102	SPROHSA285102	SPROHSA285102		49			SPROHSA285102	1.0000	0.9939	1	4	0	4	0	2	2	     0	     0	     0	SPROHSA288456, SPROHSA304379, SPROHSA350041, SPROHSA383675	
SPROHSA285647	SPROHSA285647	SPROHSA285647		93			SPROHSA285647	1.0000	0.9731	2	2	0	2	0	1	1	     0	     0	     0	SPROHSA382112	
SPROHSA286833	SPROHSA286833	SPROHSA286833		88			SPROHSA286833	1.0000	0.9890	2	2	0	2	0	0	2	     0	     0	     0	SPROHSA33335, SPROHSA338240, SPROHSA7734	
SPROHSA288575	SPROHSA288575	SPROHSA288575		100			SPROHSA288575	1.0000	0.9932	1	4	4	4	0	2	2	     0	     0	     0		
SPROHSA289004	SPROHSA289004	SPROHSA289004		52			SPROHSA289004	1.0000	0.9899	3	3	3	3	1	0	2	     0	     0	     0		
SPROHSA289293	SPROHSA289293	SPROHSA289293		96			SPROHSA289293	1.0000	0.9740	2	2	2	2	0	2	0	     0	     0	     0		
SPROHSA28967	SPROHSA28967	SPROHSA28967		33			SPROHSA28967	1.0000	0.9954	2	2	0	2	0	0	2	     0	     0	     0	SPROHSA41996	
SPROHSA290078	SPROHSA290078	SPROHSA290078		64			SPROHSA290078	1.0000	0.9982	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA364192	
SPROHSA290101	SPROHSA290101	SPROHSA290101		64			SPROHSA290101	1.0000	0.9932	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA317806, SPROHSA47768, SPROHSA7231	
SPROHSA290565	SPROHSA290565	SPROHSA290565		98			SPROHSA290565	1.0000	0.9901	2	3	1	3	0	2	1	     0	     0	     0		
SPROHSA290754	SPROHSA290754	SPROHSA290754		95			SPROHSA290754	1.0000	0.9900	1	6	0	6	2	2	2	     0	     0	     0	SPROHSA388241	
SPROHSA292239	SPROHSA292239	SPROHSA292239		95			SPROHSA292239	1.0000	0.9905	1	2	2	2	0	1	1	     0	     0	     0		
SPROHSA292643	SPROHSA292643	SPROHSA292643		95			SPROHSA292643	1.0000	0.9738	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA292644, SPROHSA312407, SPROHSA336590, SPROHSA336591	
SPROHSA293221	SPROHSA293221	SPROHSA293221		99			SPROHSA293221	1.0000	0.9893	2	3	0	3	0	1	2	     0	     0	     0		
SPROHSA293425	SPROHSA293425	SPROHSA293425		98			SPROHSA293425	1.0000	0.9961	2	3	0	3	0	0	3	     0	     0	     0	SPROHSA35113	
SPROHSA293475	SPROHSA293475	SPROHSA293475		49			SPROHSA293475	1.0000	0.9938	1	5	0	5	0	1	4	     0	     0	     0	SPROHSA373124	
SPROHSA296261	SPROHSA296261	SPROHSA296261		95			SPROHSA296261	1.0000	0.9788	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA316670	
SPROHSA297503	SPROHSA297503	SPROHSA297503		89			SPROHSA297503	1.0000	0.9922	4	5	0	5	0	1	4	     0	     0	     0	SPROHSA334809, SPROHSA66123	
SPROHSA297786	SPROHSA297786	SPROHSA297786		91			SPROHSA297786	1.0000	0.9980	2	5	0	5	2	1	2	     0	     0	     0		
SPROHSA300084	SPROHSA300084	SPROHSA300084		65			SPROHSA300084	1.0000	0.9915	1	3	0	3	0	0	3	     0	     0	     0	SPROHSA55245	
SPROHSA303416	SPROHSA303416	SPROHSA303416		100			SPROHSA303416	1.0000	0.9505	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA391389	
SPROHSA304545	SPROHSA304545	SPROHSA304545		99			SPROHSA304545	1.0000	0.9821	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA306817, SPROHSA48151	
SPROHSA306098	SPROHSA306098	SPROHSA306098		92			SPROHSA306098	1.0000	0.9869	2	2	0	2	0	0	2	     0	     0	     0	SPROHSA360307	
SPROHSA306150	SPROHSA306150	SPROHSA306150		42			SPROHSA306150	1.0000	0.9696	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA346851, SPROHSA45236, SPROHSA79077	
SPROHSA307809	SPROHSA307809	SPROHSA307809		87			SPROHSA307809	1.0000	0.9804	2	6	0	6	2	2	2	     0	     0	     0	SPROHSA346662	
SPROHSA309651	SPROHSA309651	SPROHSA309651		94			SPROHSA309651	1.0000	0.9805	2	2	0	2	0	0	2	     0	     0	     0	SPROHSA369395, SPROHSA379073, SPROHSA381745	
