Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	3.37	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	false	false	Homo sapiens	Myosin-9	1:Experimental evidence at protein level	1.73	1.0000	0.9989	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	false	false	Homo sapiens	Nuclear pore complex protein Nup214	1:Experimental evidence at protein level	0.53	1.0000	0.9950	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	false	false	Homo sapiens	Protein DEK	1:Experimental evidence at protein level	2.40	1.0000	0.9966	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	false	false	Homo sapiens	Large ribosomal subunit protein uL4	1:Experimental evidence at protein level	9.60	1.0000	0.9982	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P37108|SRP14_HUMAN	P37108	SRP14_HUMAN	SRP14	136	false	false	Homo sapiens	Signal recognition particle 14 kDa protein	1:Experimental evidence at protein level	8.82	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P37268|FDFT_HUMAN	P37268	FDFT_HUMAN	FDFT1	417	false	false	Homo sapiens	Squalene synthase	1:Experimental evidence at protein level	2.64	1.0000	0.9966	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	false	false	Homo sapiens	Transgelin-2	1:Experimental evidence at protein level	6.03	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	false	false	Homo sapiens	Small ribosomal subunit protein eS19	1:Experimental evidence at protein level	13.10	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	false	false	Homo sapiens	T-complex protein 1 subunit zeta	1:Experimental evidence at protein level	1.88	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P40306|PSB10_HUMAN	P40306	PSB10_HUMAN	PSMB10	273	false	false	Homo sapiens	Proteasome subunit beta type-10	1:Experimental evidence at protein level	3.30	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	false	false	Homo sapiens	Large ribosomal subunit protein uL13	1:Experimental evidence at protein level	14.78	1.0000	0.9988	0.00000000000000	3	2	3	5	2	5	     0	     0	     0			
sp|P40763|STAT3_HUMAN	P40763	STAT3_HUMAN	STAT3	770	false	false	Homo sapiens	Signal transducer and activator of transcription 3	1:Experimental evidence at protein level	1.17	1.0000	0.9964	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P41218|MNDA_HUMAN	P41218	MNDA_HUMAN	MNDA	407	false	false	Homo sapiens	Myeloid cell nuclear differentiation antigen	1:Experimental evidence at protein level	2.46	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P41226|UBA7_HUMAN	P41226	UBA7_HUMAN	UBA7	1012	false	false	Homo sapiens	Ubiquitin-like modifier-activating enzyme 7	1:Experimental evidence at protein level	0.89	1.0000	0.9882	0.00489490354161	1	1	1	1	1	1	     0	     0	     0			
sp|P41240|CSK_HUMAN	P41240	CSK_HUMAN	CSK	450	false	false	Homo sapiens	Tyrosine-protein kinase CSK	1:Experimental evidence at protein level	2.00	1.0000	0.9979	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			sp|P42679|MATK_HUMAN
sp|P42166|LAP2A_HUMAN	P42166	LAP2A_HUMAN	TMPO	694	false	false	Homo sapiens	Lamina-associated polypeptide 2, isoform alpha	1:Experimental evidence at protein level	1.30	1.0000	0.9941	0.00293255131965	1	0	1	1	0	1	     0	     0	     0			
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	false	false	Homo sapiens	Signal transducer and activator of transcription 1-alpha/beta	1:Experimental evidence at protein level	2.53	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P42229|STA5A_HUMAN	P42229	STA5A_HUMAN	STAT5A	794	false	false	Homo sapiens	Signal transducer and activator of transcription 5A	1:Experimental evidence at protein level	2.77	1.0000	0.9968	0.00162008910490	2	0	2	2	0	2	     0	     0	     0			
sp|P42345|MTOR_HUMAN	P42345	MTOR_HUMAN	MTOR	2549	false	false	Homo sapiens	Serine/threonine-protein kinase mTOR	1:Experimental evidence at protein level	0.43	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P42566|EPS15_HUMAN	P42566	EPS15_HUMAN	EPS15	896	false	false	Homo sapiens	Epidermal growth factor receptor substrate 15	1:Experimental evidence at protein level	1.00	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P42892|ECE1_HUMAN	P42892	ECE1_HUMAN	ECE1	770	false	false	Homo sapiens	Endothelin-converting enzyme 1	1:Experimental evidence at protein level	1.17	1.0000	0.9956	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P45844|ABCG1_HUMAN	P45844	ABCG1_HUMAN	ABCG1	678	false	false	Homo sapiens	ATP-binding cassette sub-family G member 1	1:Experimental evidence at protein level	1.33	1.0000	0.9914	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|P45984|MK09_HUMAN	P45984	MK09_HUMAN	MAPK9	424	false	false	Homo sapiens	Mitogen-activated protein kinase 9	1:Experimental evidence at protein level	2.12	1.0000	0.9961	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P46013|KI67_HUMAN	P46013	KI67_HUMAN	MKI67	3256	false	false	Homo sapiens	Proliferation marker protein Ki-67	1:Experimental evidence at protein level	1.44	1.0000	0.9981	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|P46060|RAGP1_HUMAN	P46060	RAGP1_HUMAN	RANGAP1	587	false	false	Homo sapiens	Ran GTPase-activating protein 1	1:Experimental evidence at protein level	1.53	1.0000	0.9963	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P46087|NOP2_HUMAN	P46087	NOP2_HUMAN	NOP2	812	false	false	Homo sapiens	28S rRNA (cytosine(4447)-C(5))-methyltransferase	1:Experimental evidence at protein level	2.71	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P46379|BAG6_HUMAN	P46379	BAG6_HUMAN	BAG6	1132	false	false	Homo sapiens	Large proline-rich protein BAG6	1:Experimental evidence at protein level	0.80	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P46776|RL27A_HUMAN	P46776	RL27A_HUMAN	RPL27A	148	false	false	Homo sapiens	Large ribosomal subunit protein uL15	1:Experimental evidence at protein level	6.76	1.0000	0.9987	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P46778|RL21_HUMAN	P46778	RL21_HUMAN	RPL21	160	false	false	Homo sapiens	Large ribosomal subunit protein eL21	1:Experimental evidence at protein level	27.50	1.0000	0.9989	0.00000000000000	3	3	3	3	3	3	     0	     0	     0	18M(15.9949)		
sp|P46779|RL28_HUMAN	P46779	RL28_HUMAN	RPL28	137	false	false	Homo sapiens	Large ribosomal subunit protein eL28	1:Experimental evidence at protein level	21.90	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|P46781|RS9_HUMAN	P46781	RS9_HUMAN	RPS9	194	false	false	Homo sapiens	Small ribosomal subunit protein uS4	1:Experimental evidence at protein level	15.98	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|P46940|IQGA1_HUMAN	P46940	IQGA1_HUMAN	IQGAP1	1657	false	false	Homo sapiens	Ras GTPase-activating-like protein IQGAP1	1:Experimental evidence at protein level	1.27	1.0000	0.9987	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P47914|RL29_HUMAN	P47914	RL29_HUMAN	RPL29	159	false	false	Homo sapiens	Large ribosomal subunit protein eL29	1:Experimental evidence at protein level	7.55	1.0000	0.9967	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P47974|TISD_HUMAN	P47974	TISD_HUMAN	ZFP36L2	494	false	false	Homo sapiens	mRNA decay activator protein ZFP36L2	1:Experimental evidence at protein level	1.82	1.0000	0.9963	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P48047|ATPO_HUMAN	P48047	ATPO_HUMAN	ATP5PO	213	false	false	Homo sapiens	ATP synthase peripheral stalk subunit OSCP, mitochondrial	1:Experimental evidence at protein level	10.80	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P48059|LIMS1_HUMAN	P48059	LIMS1_HUMAN	LIMS1	325	false	false	Homo sapiens	LIM and senescent cell antigen-like-containing domain protein 1	1:Experimental evidence at protein level	7.69	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P48200|IREB2_HUMAN	P48200	IREB2_HUMAN	IREB2	963	false	false	Homo sapiens	Iron-responsive element-binding protein 2	1:Experimental evidence at protein level	0.93	1.0000	0.9973	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P48201|AT5G3_HUMAN	P48201	AT5G3_HUMAN	ATP5MC3	142	false	false	Homo sapiens	ATP synthase F(0) complex subunit C3, mitochondrial	1:Experimental evidence at protein level	7.75	1.0000	0.9943	0.00265251989390	1	0	0	1	0	0	     0	     0	     0			
sp|P48556|PSMD8_HUMAN	P48556	PSMD8_HUMAN	PSMD8	350	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 8	1:Experimental evidence at protein level	2.86	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P48643|TCPE_HUMAN	P48643	TCPE_HUMAN	CCT5	541	false	false	Homo sapiens	T-complex protein 1 subunit epsilon	1:Experimental evidence at protein level	1.66	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P48651|PTSS1_HUMAN	P48651	PTSS1_HUMAN	PTDSS1	473	false	false	Homo sapiens	Phosphatidylserine synthase 1	1:Experimental evidence at protein level	2.33	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P48735|IDHP_HUMAN	P48735	IDHP_HUMAN	IDH2	452	false	false	Homo sapiens	Isocitrate dehydrogenase [NADP], mitochondrial	1:Experimental evidence at protein level	2.21	1.0000	0.9963	0.00162008910490	1	0	1	1	0	1	     0	     0	     0			
sp|P49006|MRP_HUMAN	P49006	MRP_HUMAN	MARCKSL1	195	false	false	Homo sapiens	MARCKS-related protein	1:Experimental evidence at protein level	5.13	1.0000	0.9977	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P49327|FAS_HUMAN	P49327	FAS_HUMAN	FASN	2511	false	false	Homo sapiens	Fatty acid synthase	1:Experimental evidence at protein level	0.80	1.0000	0.9987	0.00000000000000	2	2	2	4	4	4	     0	     0	     0			
sp|P49366|DHYS_HUMAN	P49366	DHYS_HUMAN	DHPS	369	false	false	Homo sapiens	Deoxyhypusine synthase	1:Experimental evidence at protein level	2.98	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P49368|TCPG_HUMAN	P49368	TCPG_HUMAN	CCT3	545	false	false	Homo sapiens	T-complex protein 1 subunit gamma	1:Experimental evidence at protein level	1.83	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P49588|SYAC_HUMAN	P49588	SYAC_HUMAN	AARS1	968	false	false	Homo sapiens	Alanine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	0.93	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	205	false	false	Homo sapiens	Proteasome subunit beta type-3	1:Experimental evidence at protein level	5.37	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0	3M(15.9949)		
sp|P49750|YLPM1_HUMAN	P49750	YLPM1_HUMAN	YLPM1	2146	false	false	Homo sapiens	YLP motif-containing protein 1	1:Experimental evidence at protein level	0.42	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P49754|VPS41_HUMAN	P49754	VPS41_HUMAN	VPS41	854	false	false	Homo sapiens	Vacuolar protein sorting-associated protein 41 homolog	1:Experimental evidence at protein level	1.29	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	126	false	false	Homo sapiens	Adenosine 5'-monophosphoramidase HINT1	1:Experimental evidence at protein level	21.43	1.0000	0.9977	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	3224	false	false	Homo sapiens	E3 SUMO-protein ligase RanBP2	1:Experimental evidence at protein level	0.96	1.0000	0.9975	0.00062893081761	3	1	3	4	1	4	     0	     0	     0	8C(119.0041)		
sp|P49841|GSK3B_HUMAN	P49841	GSK3B_HUMAN	GSK3B	420	false	false	Homo sapiens	Glycogen synthase kinase-3 beta	1:Experimental evidence at protein level	5.00	1.0000	0.9986	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	false	false	Homo sapiens	GMP synthase [glutamine-hydrolyzing]	1:Experimental evidence at protein level	2.74	1.0000	0.9960	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P49961|ENTP1_HUMAN	P49961	ENTP1_HUMAN	ENTPD1	510	false	false	Homo sapiens	Ectonucleoside triphosphate diphosphohydrolase 1	1:Experimental evidence at protein level	1.96	1.0000	0.9988	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P50238|CRIP1_HUMAN	P50238	CRIP1_HUMAN	CRIP1	77	false	false	Homo sapiens	Cysteine-rich protein 1	1:Experimental evidence at protein level	38.96	1.0000	0.9990	0.00000000000000	4	4	4	11	11	11	     0	     0	     0	2M(15.9949)		
sp|P50613|CDK7_HUMAN	P50613	CDK7_HUMAN	CDK7	346	false	false	Homo sapiens	Cyclin-dependent kinase 7	1:Experimental evidence at protein level	2.89	1.0000	0.9971	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|P50748|KNTC1_HUMAN	P50748	KNTC1_HUMAN	KNTC1	2209	false	false	Homo sapiens	Kinetochore-associated protein 1	1:Experimental evidence at protein level	0.45	1.0000	0.9965	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	false	false	Homo sapiens	Cyclin-dependent kinase 9	1:Experimental evidence at protein level	6.99	1.0000	0.9978	0.00000000000000	3	1	2	5	1	3	     0	     0	     0			
sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	false	false	Homo sapiens	T-complex protein 1 subunit theta	1:Experimental evidence at protein level	5.66	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|P50995|ANX11_HUMAN	P50995	ANX11_HUMAN	ANXA11	505	false	false	Homo sapiens	Annexin A11	1:Experimental evidence at protein level	2.18	1.0000	0.9985	0.00000000000000	2	2	2	5	5	5	     0	     0	     0			
sp|P51003|PAPOA_HUMAN	P51003	PAPOA_HUMAN	PAPOLA	745	false	false	Homo sapiens	Poly(A) polymerase alpha	1:Experimental evidence at protein level	1.48	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P51451|BLK_HUMAN	P51451	BLK_HUMAN	BLK	505	false	false	Homo sapiens	Tyrosine-protein kinase Blk	1:Experimental evidence at protein level	1.78	1.0000	0.9837	0.00794491525424	1	0	0	2	0	0	     0	     0	     0			
sp|P51530|DNA2_HUMAN	P51530	DNA2_HUMAN	DNA2	1060	false	false	Homo sapiens	DNA replication ATP-dependent helicase/nuclease DNA2	1:Experimental evidence at protein level	1.04	1.0000	0.9964	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|P51531|SMCA2_HUMAN	P51531	SMCA2_HUMAN	SMARCA2	1590	false	false	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2	1:Experimental evidence at protein level	0.88	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P51659|DHB4_HUMAN	P51659	DHB4_HUMAN	HSD17B4	736	false	false	Homo sapiens	Peroxisomal multifunctional enzyme type 2	1:Experimental evidence at protein level	1.63	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P51665|PSMD7_HUMAN	P51665	PSMD7_HUMAN	PSMD7	324	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 7	1:Experimental evidence at protein level	8.02	1.0000	0.9987	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P51679|CCR4_HUMAN	P51679	CCR4_HUMAN	CCR4	360	false	false	Homo sapiens	C-C chemokine receptor type 4	1:Experimental evidence at protein level	2.78	1.0000	0.9911	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|P51991|ROA3_HUMAN	P51991	ROA3_HUMAN	HNRNPA3	378	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein A3	1:Experimental evidence at protein level	5.56	1.0000	0.9987	0.00000000000000	2	1	1	3	1	1	     0	     0	     0			
sp|P52292|IMA1_HUMAN	P52292	IMA1_HUMAN	KPNA2	529	false	false	Homo sapiens	Importin subunit alpha-1	1:Experimental evidence at protein level	1.70	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P52333|JAK3_HUMAN	P52333	JAK3_HUMAN	JAK3	1124	false	false	Homo sapiens	Tyrosine-protein kinase JAK3	1:Experimental evidence at protein level	0.80	1.0000	0.9897	0.00444839857651	1	1	1	1	1	1	     0	     0	     0			
sp|P52597|HNRPF_HUMAN	P52597	HNRPF_HUMAN	HNRNPF	415	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein F	1:Experimental evidence at protein level	4.82	1.0000	0.9986	0.00000000000000	2	2	2	4	4	4	     0	     0	     0			
sp|P52701|MSH6_HUMAN	P52701	MSH6_HUMAN	MSH6	1360	false	false	Homo sapiens	DNA mismatch repair protein Msh6	1:Experimental evidence at protein level	0.81	1.0000	0.9986	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P52948|NUP98_HUMAN	P52948	NUP98_HUMAN	NUP98	1817	false	false	Homo sapiens	Nuclear pore complex protein Nup98-Nup96	1:Experimental evidence at protein level	0.72	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P53350|PLK1_HUMAN	P53350	PLK1_HUMAN	PLK1	603	false	false	Homo sapiens	Serine/threonine-protein kinase PLK1	1:Experimental evidence at protein level	4.81	1.0000	0.9989	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|P53355|DAPK1_HUMAN	P53355	DAPK1_HUMAN	DAPK1	1430	false	false	Homo sapiens	Death-associated protein kinase 1	1:Experimental evidence at protein level	0.63	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P53618|COPB_HUMAN	P53618	COPB_HUMAN	COPB1	953	false	false	Homo sapiens	Coatomer subunit beta	1:Experimental evidence at protein level	1.36	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P53621|COPA_HUMAN	P53621	COPA_HUMAN	COPA	1224	false	false	Homo sapiens	Coatomer subunit alpha	1:Experimental evidence at protein level	0.65	1.0000	0.9968	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P53667|LIMK1_HUMAN	P53667	LIMK1_HUMAN	LIMK1	647	false	false	Homo sapiens	LIM domain kinase 1	1:Experimental evidence at protein level	1.39	1.0000	0.9964	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P53680|AP2S1_HUMAN	P53680	AP2S1_HUMAN	AP2S1	142	false	false	Homo sapiens	AP-2 complex subunit sigma	1:Experimental evidence at protein level	6.34	1.0000	0.9975	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|P53803|RPAB4_HUMAN	P53803	RPAB4_HUMAN	POLR2K	58	false	false	Homo sapiens	DNA-directed RNA polymerases I, II, and III subunit RPABC4	1:Experimental evidence at protein level	41.38	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P53992|SC24C_HUMAN	P53992	SC24C_HUMAN	SEC24C	1094	false	false	Homo sapiens	Protein transport protein Sec24C	1:Experimental evidence at protein level	0.82	1.0000	0.9978	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P53999|TCP4_HUMAN	P53999	TCP4_HUMAN	SUB1	127	false	false	Homo sapiens	Activated RNA polymerase II transcriptional coactivator p15	1:Experimental evidence at protein level	7.09	1.0000	0.9965	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	RARS1	660	false	false	Homo sapiens	Arginine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	1.36	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P54198|HIRA_HUMAN	P54198	HIRA_HUMAN	HIRA	1017	false	false	Homo sapiens	Protein HIRA	1:Experimental evidence at protein level	1.28	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P54886|P5CS_HUMAN	P54886	P5CS_HUMAN	ALDH18A1	795	false	false	Homo sapiens	Delta-1-pyrroline-5-carboxylate synthase	1:Experimental evidence at protein level	1.13	1.0000	0.9966	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 4	1:Experimental evidence at protein level	2.92	1.0000	0.9989	0.00000000000000	1	0	1	3	0	3	     0	     0	     0			
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	false	false	Homo sapiens	Transitional endoplasmic reticulum ATPase	1:Experimental evidence at protein level	1.49	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P55199|ELL_HUMAN	P55199	ELL_HUMAN	ELL	621	false	false	Homo sapiens	RNA polymerase II elongation factor ELL	1:Experimental evidence at protein level	3.38	1.0000	0.9988	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	391	false	false	Homo sapiens	Nucleosome assembly protein 1-like 1	1:Experimental evidence at protein level	2.56	1.0000	0.9945	0.00265251989390	2	2	2	2	2	2	     0	     0	     0			
sp|P55265|DSRAD_HUMAN	P55265	DSRAD_HUMAN	ADAR	1226	false	false	Homo sapiens	Double-stranded RNA-specific adenosine deaminase	1:Experimental evidence at protein level	0.73	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P56378|ATP68_HUMAN	P56378	ATP68_HUMAN	ATP5MJ	58	false	false	Homo sapiens	ATP synthase F(0) complex subunit j, mitochondrial	1:Experimental evidence at protein level	43.10	1.0000	0.9990	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
sp|P56381|ATP5E_HUMAN	P56381	ATP5E_HUMAN	ATP5F1E	51	false	false	Homo sapiens	ATP synthase F(1) complex subunit epsilon, mitochondrial	1:Experimental evidence at protein level	27.45	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	     0	     0	     0			
sp|P56385|ATP5I_HUMAN	P56385	ATP5I_HUMAN	ATP5ME	69	false	false	Homo sapiens	ATP synthase F(0) complex subunit e, mitochondrial	1:Experimental evidence at protein level	27.54	1.0000	0.9990	0.00000000000000	3	3	3	6	6	6	     0	     0	     0	1M(15.9949)		
sp|P57076|CF298_HUMAN	P57076	CF298_HUMAN	CFAP298	290	false	false	Homo sapiens	Cilia- and flagella-associated protein 298	1:Experimental evidence at protein level	3.10	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P57086|SCND1_HUMAN	P57086	SCND1_HUMAN	SCAND1	179	false	false	Homo sapiens	SCAN domain-containing protein 1	1:Experimental evidence at protein level	5.03	1.0000	0.9976	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P57737|CORO7_HUMAN	P57737	CORO7_HUMAN	CORO7	925	false	false	Homo sapiens	Coronin-7	1:Experimental evidence at protein level	1.19	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P58546|MTPN_HUMAN	P58546	MTPN_HUMAN	MTPN	118	false	false	Homo sapiens	Myotrophin	1:Experimental evidence at protein level	9.32	1.0000	0.9988	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	168	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 4	1:Experimental evidence at protein level	6.55	1.0000	0.9978	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P60228|EIF3E_HUMAN	P60228	EIF3E_HUMAN	EIF3E	445	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit E	1:Experimental evidence at protein level	4.04	1.0000	0.9965	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	false	false	Homo sapiens	Actin, cytoplasmic 1	1:Experimental evidence at protein level	10.93	1.0000	0.9990	0.00000000000000	4	0	4	6	0	6	     0	     0	     0	8M(15.9949)		sp|P63261|ACTG_HUMAN
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	false	false	Homo sapiens	Small ribosomal subunit protein uS10	1:Experimental evidence at protein level	28.57	1.0000	0.9985	0.00000000000000	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P61077|UB2D3_HUMAN	P61077	UB2D3_HUMAN	UBE2D3	147	false	false	Homo sapiens	Ubiquitin-conjugating enzyme E2 D3	1:Experimental evidence at protein level	6.80	1.0000	0.9979	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			sp|P62837|UB2D2_HUMAN, sp|Q9Y2X8|UB2D4_HUMAN
sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	418	false	false	Homo sapiens	Actin-related protein 3	1:Experimental evidence at protein level	5.50	1.0000	0.9989	0.00000000000000	2	1	2	2	1	2	     0	     0	     0			
sp|P61160|ARP2_HUMAN	P61160	ARP2_HUMAN	ACTR2	394	false	false	Homo sapiens	Actin-related protein 2	1:Experimental evidence at protein level	2.28	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
